Rank	Team	Score	IITD_Students
80	skilleX	0.99386	No
81	Bruno16	0.99371	No
82	Steve 3	0.99371	No
83	Radhakrishnan Guhan	0.99371	No
84	AmanBhatia	0.99371	No
85	firsec	0.99371	No
86	William 2	0.99371	No
87	ClausHolmgaard	0.99357	No
88	Kien Nguyen	0.99357	No
89	blaskowitz100	0.99357	No
90	Araldo van de Kraats	0.99357	No
91	MikeAir	0.99343	No
92	Su Tang	0.99343	No
93	heisenberg 3	0.99343	Yes
94	JaviWaitzel	0.99343	No
95	Armin	0.99329	No
96	歪哥突然	0.99329	No
97	ssemenyuk	0.99329	No
98	aaaa 2	0.99314	No
99	Varsha Dhumal	0.99314	No
100	Denis Vlasov	0.99300	No
101	pingjunlv	0.99286	No
102	Chetan Madhok	0.99286	No
103	B.C.	0.99286	No
104	muchas_gracias	0.99271	No
105	Florian PAQUET	0.99271	No
106	Lucas 2	0.99271	No
107	Carlos H. Villa Pinto	0.99271	No
108	Vasili Shushval	0.99271	No
109	borogove	0.99271	No
110	Ttkuma	0.99257	No
111	Nikita Molostvov	0.99257	No
112	ingvar888	0.99243	No
113	misgod	0.99243	No
114	Laxmi Prajapat	0.99243	No
115	Pierre Cardona	0.99243	No
116	devmeow	0.99229	No
117	wangty	0.99229	No
118	AlekseyParamonov	0.99229	No
119	Fabien Tencé	0.99214	No
120	Ehsan Saghapour	0.99214	No
121	Ozanize	0.99214	No
122	srinivas mudhiraj	0.99214	No
123	MarcoCarnini	0.99214	No
124	TanyaSattaya-aphitan	0.99214	No
125	muye5	0.99214	No
126	Daia Alexandru	0.99214	No
127	Infernus	0.99214	No
128	superizer	0.99214	No
129	Timur Islamov	0.99214	No
130	ShivaSitaraman	0.99214	No
131	yk28	0.99200	No
132	Dene Farrell	0.99200	No
133	affemitwaffel	0.99200	No
134	ABE_	0.99200	No
135	AndreyBozhko	0.99200	No
136	JohnCrickett	0.99200	No
137	xingxinghanzi	0.99200	No
138	Zachary Ruzhinov	0.99200	No
139	Qing Liu	0.99200	No
140	ДмитрийКиперов	0.99186	No
141	Hugo Martiniano	0.99186	No
142	Focsic@BE	0.99186	No
143	weiyus	0.99186	No
144	Kshitiz Sharma	0.99186	No
145	QuốcBảoĐỗ	0.99171	No
146	BlueWhale	0.99171	No
147	PerfectMachine	0.99157	No
148	TheMajor	0.99157	No
149	Masato  Takahashi	0.99157	No
150	Harish Reddy	0.99157	No
151	神秘人	0.99157	No
152	Christian Salvatore	0.99157	No
153	Yesterdays	0.99157	No
154	Furious10 000	0.99157	No
155	akshaywalvekar	0.99143	No
156	Julian 3	0.99143	No
157	Pavel Bogomolov	0.99143	No
158	Naqqash	0.99143	No
159	Patrick Carson	0.99143	No
160	ZhenyiLin	0.99143	No
161	iory	0.99143	No
162	abhishekkumar 2	0.99143	No
163	RaphaelCampos	0.99129	No
164	Omar Alexander Ruiz	0.99129	No
165	eberg	0.99129	No
166	Ganit Jyotisi	0.99129	No
167	august	0.99129	No
168	Alexandru Papiu	0.99129	No
169	Yuichi Iwanami	0.99129	No
170	RickXie	0.99129	No
171	Michele Vitali	0.99114	No
172	Jakub Svehla	0.99114	No
173	uomcse_efinix	0.99114	No
174	callofdutyops	0.99114	No
175	AndreasNilsson	0.99114	No
176	Alex B	0.99114	No
177	abhiram singh	0.99114	No
178	star	0.99100	No
179	Nikita Verkhovin	0.99100	No
180	MichaelWang	0.99100	No
181	LookingForEntryLevelJob	0.99100	No
182	Mokii	0.99100	No
183	T123	0.99100	No
184	Tenshi Kanade	0.99100	No
185	Tim Hsu	0.99100	No
186	Jordan Webster	0.99086	No
187	Dixon	0.99086	No
188	by_yzp	0.99086	No
189	Björn Lunt	0.99086	No
190	Dmytro Tkanov	0.99086	No
191	Petr Shypila	0.99086	No
192	DigitsJeweller	0.99086	Yes
193	DanielLungu	0.99086	No
194	Piotr Giedziun	0.99071	No
195	simplebest	0.99071	No
196	freed err	0.99071	No
197	Sharks	0.99071	Yes
198	JackDS	0.99057	No
199	DongwonShin	0.99057	No
200	Wolf-Guido Bolick	0.99057	No
201	civic_Z.Y.Z	0.99057	No
202	SeshuKumar	0.99057	No
203	AyushSharma	0.99057	No
204	hal9zillion	0.99057	No
205	Ryan Goy	0.99057	No
206	M_B_B	0.99057	No
207	NelsonMok	0.99057	No
208	jag99	0.99057	No
209	kalaabala	0.99043	No
210	sxie	0.99043	No
211	Chris Swierczewski	0.99043	No
212	Allen Qin	0.99029	No
213	nickgu	0.99029	No
214	IvanSosnovik	0.99029	No
215	songzy12	0.99029	No
216	MartinHoráček	0.99029	No
217	SidN	0.99029	No
218	ФилиппБочаров	0.99029	No
219	YuRayLi	0.99014	No
220	Damodar	0.99014	No
221	JGuillaumin	0.99014	No
222	learner123	0.99014	No
223	zhangzhang	0.99014	No
224	Md. Sumsuddin	0.99014	No
225	youyou	0.99014	No
226	eginardo	0.99000	No
227	Aleksandr Savochkin	0.99000	No
228	ОльгаКонкина	0.99000	No
229	Bartosz Prusinowski	0.99000	No
230	sunny0o0	0.99000	No
231	Mathan	0.99000	No
232	Damien 2	0.99000	No
233	RFont	0.99000	No
234	LavishYadav	0.98986	No
235	xiaoxuliang	0.98986	No
236	archer	0.98986	No
237	sablet	0.98986	No
238	ztervic	0.98971	No
239	Shijian Su	0.98971	No
240	Bojan Tunguz	0.98971	No
241	axon	0.98971	No
242	echo88	0.98971	No
243	SaltSuger	0.98971	No
244	Devinder Saini	0.98971	No
245	Yury Kozyrev	0.98971	No
246	GustavoMA	0.98957	No
247	Bobfan	0.98957	No
248	MohanNikam	0.98957	No
249	daryadedik	0.98957	No
250	hysic	0.98943	No
251	rahenri	0.98943	No
252	Felix	0.98943	No
253	nevergone	0.98943	No
254	МөнхбаатарЭнхбаатар	0.98943	No
255	Paul Mongkud	0.98929	No
256	TaegyunJeon	0.98929	No
257	cashew	0.98929	No
258	Ekaterina	0.98929	No
259	Ken du	0.98929	No
260	Ping Ng	0.98929	No
261	AlexanderPozharskii	0.98929	No
262	qwe0814	0.98914	No
263	ziru	0.98900	No
264	SaurabhNaik	0.98900	No
265	hunter10817	0.98886	No
266	Tayari	0.98871	No
267	anantzoid	0.98871	No
268	MohamedRahmouni	0.98857	No
269	BagOfWords	0.98843	No
270	Melanie	0.98843	No
271	skyfengye741	0.98843	No
272	artemZholus	0.98829	No
273	Kasuka	0.98814	No
274	wanghuogen	0.98800	No
275	YuzhouSong	0.98786	No
276	Alvaro João	0.98786	No
277	arbalan	0.98786	No
278	SnowWalkerJ	0.98757	No
279	ShihaoZhang	0.98743	No
280	RohitApte	0.98743	No
281	mathias	0.98729	No
282	Jianyang Zhao	0.98729	No
283	Ben Ogorek	0.98729	No
284	Leon Chow	0.98714	No
285	Shmuma	0.98714	No
286	RylanConway	0.98714	No
287	drcdh	0.98700	No
288	onhanik	0.98700	No
289	K.I.	0.98700	No
290	the_jack	0.98686	No
291	Sahil Jindal	0.98686	No
292	Guillaume COTER	0.98671	No
293	AliNawed	0.98671	No
294	PashaAdamenko	0.98657	No
295	Oscar Friberg	0.98643	No
296	VasudevSingh	0.98643	No
297	Adit Deshpande	0.98629	No
298	STACers	0.98614	No
299	Sylvain	0.98614	No
300	xinghedyc	0.98614	No
301	utobe67	0.98614	No
302	danidarshit	0.98614	No
303	da3m0ns	0.98614	Yes
304	Prakhar Agarwal	0.98614	No
305	xmfbit	0.98600	No
306	churandy	0.98600	No
307	Winson Waisakurnia	0.98571	No
308	Nils 2	0.98571	No
309	Hison	0.98557	No
310	c_ozbek	0.98543	No
311	Michał Stolarczyk	0.98543	No
312	Hyunwoo Jung	0.98543	No
313	Ronald Yang	0.98529	No
314	Jirapol Songvuti	0.98514	No
315	Bogdan Kirilenko	0.98514	No
316	wuqiWeber	0.98514	No
317	dmcstgn	0.98514	No
318	buckthoothsir	0.98500	No
319	josdorpjossie	0.98500	No
320	kobex	0.98486	No
321	tyd2lx	0.98486	No
322	Splashblue	0.98486	No
323	aidan	0.98486	No
324	echo42	0.98486	No
325	Gerben	0.98471	No
326	inferoscope	0.98471	No
327	pomoke	0.98457	No
328	raulbryant	0.98457	No
329	dominik31415	0.98457	No
330	Banzai Charge	0.98457	No
331	Patanjali X	0.98443	Yes
332	dyuval	0.98443	No
333	Human Analog	0.98429	No
334	chubakur	0.98429	No
335	ArsenalByr	0.98429	No
336	smallFish	0.98429	No
337	hiro116s	0.98429	No
338	gjkim	0.98429	No
339	saurabhrajkarnikar	0.98429	No
340	Aamir Goriawala, Kalyanee Chendke, Rohit Date	0.98414	No
341	Ale e Fabio	0.98414	No
342	eli2063	0.98386	No
343	Dmitry Egorov	0.98386	No
344	KolegaSuper	0.98371	No
345	Ploy Temiyasathit	0.98371	No
346	KitipongSirirueangsakul	0.98371	No
347	alessio	0.98371	No
348	Tuan Nguyen	0.98343	No
349	AlexGuo	0.98314	No
350	DFridman	0.98300	No
351	Nguyễn Lương An Phú	0.98300	No
352	BielM	0.98300	No
353	zshiki	0.98271	No
354	ahans	0.98271	No
355	T. Niyomkarn	0.98243	No
356	AndreaRufini	0.98243	No
357	seu1tyz	0.98243	No
358	VivekPraturi	0.98243	No
359	MaheshwaranM	0.98243	No
360	Lovekesh Garg	0.98229	No
361	kaihua	0.98229	No
362	haoxigua	0.98229	No
363	enjoYB	0.98229	No
364	on the way	0.98229	No
365	Compound	0.98229	No
366	toxu	0.98229	No
367	alui22	0.98229	No
368	MohammadSaifee	0.98229	No
369	ankita_sinha	0.98229	No
370	qccc	0.98229	No
371	ShashwatVerma	0.98229	Yes
372	RodrigoLoza	0.98229	No
373	GokulP	0.98229	No
374	Havoc	0.98229	Yes
375	PenguinML	0.98229	No
376	PeSsenger	0.98200	No
377	RuobingWang	0.98200	No
378	wangwanpeng	0.98200	No
379	Shashikant Mishra	0.98200	No
380	JinHao	0.98200	No
381	Vishwanath Sangale	0.98200	No
382	Long Yang	0.98186	No
383	SikaiWang	0.98171	No
384	dauntless	0.98171	Yes
385	mangoyuan	0.98157	No
386	Shao Yen Hung	0.98157	No
387	Mikhail Chugunkov	0.98157	No
388	Diego Pereira	0.98143	No
389	fzhurd	0.98129	No
390	ilias V	0.98114	No
391	Freykjavik Bjuniversity	0.98100	No
392	chu_cs_nmsu	0.98071	No
393	Earth!	0.98071	No
394	CongWang	0.98071	No
395	ИльяШапилов	0.98057	No
396	BalakrishnaSKesavan	0.98057	No
397	fsociety	0.98057	Yes
398	BIGDATA	0.98057	No
399	jaadler	0.98043	No
400	lrl	0.98043	No
401	linalu	0.98014	No
402	Frank Le	0.98000	No
403	mi7ky	0.97971	No
404	weilianghe	0.97971	No
405	arsalansaad	0.97971	No
406	Nikita Vasilev	0.97957	No
407	Tu Thai	0.97957	No
408	Tachibana Kanade	0.97957	No
409	wangtao	0.97957	No
410	Mihail Burduja	0.97943	No
411	Deepin	0.97943	No
412	Nick_	0.97929	No
413	Kv Manohar	0.97914	No
414	queena	0.97900	No
415	WaiMunLek	0.97886	No
416	Chathurika	0.97886	No
417	Aleksandr Gorovoi	0.97886	No
418	jiangxiaozhou	0.97886	No
419	KittyPryde	0.97886	No
420	jasonzhang	0.97886	No
421	EdLevinson	0.97886	No
422	SandiMikus	0.97871	No
423	Prabhudatta Das	0.97871	No
424	Evgeniy Malishev	0.97871	No
425	YanchaoXu	0.97871	No
426	gozky	0.97857	No
427	match man	0.97857	No
428	AlKhwarizmi	0.97857	No
429	gpvg	0.97857	No
430	Manvel	0.97857	No
431	JoshLevy	0.97857	No
432	heirenzhanshen	0.97857	No
433	MikeChen	0.97829	No
434	lilen	0.97829	No
435	Pj 2	0.97829	No
436	LATTE	0.97814	No
437	sappyprg	0.97814	No
438	EktaGujral	0.97800	No
439	lilili	0.97800	No
440	purple	0.97800	No
441	smithfleet	0.97800	No
442	Dmitriy Batogov	0.97800	No
443	jiangpanonly1	0.97800	No
444	MnsterLu	0.97800	No
445	BladeBreakers	0.97800	Yes
446	ankit4all	0.97786	No
447	Kostiantyn Isaienkov	0.97786	No
448	NanChen	0.97786	No
449	Hao Wu	0.97757	No
450	Rodolfo Lourenzutti	0.97757	No
451	Codefellas	0.97757	Yes
452	blue_choc	0.97743	No
453	dongdong	0.97743	No
454	robertopellegrini	0.97743	No
455	RohanRaj	0.97729	No
456	arash	0.97729	No
457	IlyaKryukov	0.97729	No
458	LIAO	0.97729	No
459	Alaa Awad	0.97700	No
460	Maidenhead4	0.97700	No
461	SaiAdityaGauravVaranasi	0.97700	No
462	Seunghee Lee	0.97700	No
463	CollinErickson	0.97700	No
464	Michael Davis	0.97686	No
465	NguyễnDuy	0.97686	No
466	Paul D'Amora	0.97686	No
467	Chason	0.97671	No
468	aLV062170	0.97671	No
469	Andrew Chiu	0.97657	No
470	kojix2	0.97657	No
471	JavierVLAB	0.97643	No
472	n_ken	0.97629	No
473	xiao22	0.97629	No
474	Benybrahim	0.97629	No
475	TianliangZhang	0.97629	No
476	Tea Jin Jang	0.97614	No
477	onefeat	0.97614	No
478	Shahrukhkhan	0.97600	No
479	JesseL	0.97600	No
480	ISaber	0.97586	No
481	David@THM	0.97586	No
482	Duck_Riot	0.97586	No
483	Nias	0.97586	No
484	Kardamat	0.97571	No
485	Bradley Strong	0.97557	No
486	AnandJain	0.97557	No
487	AmberMcKenzie	0.97543	No
488	Andrey  Vladimirovich	0.97543	No
489	KermitJedi	0.97514	No
490	AchalAgrawal	0.97514	No
491	Patriciolopezvaliente	0.97514	No
492	Valentin 2	0.97514	No
493	xiaohui123	0.97486	No
494	tmullayanov	0.97486	No
495	Dmitry Pogodin	0.97471	No
496	Ed Brown	0.97457	No
497	Yishen	0.97457	No
498	Naveen 2	0.97443	No
499	shaohao	0.97443	No
500	EnzoC	0.97443	No
501	ShashankSharma	0.97429	No
502	DennisSchönhof	0.97414	No
503	MatiTangkieatgumjai	0.97414	No
504	Vipin	0.97414	No
505	GGXH	0.97400	No
506	hugematrix	0.97371	No
507	ChetanGupta	0.97357	No
508	VikramVimal	0.97357	No
509	VadimSychev	0.97343	No
510	bencxs	0.97343	No
511	bb1ll1ngs	0.97343	No
512	Domingos Lopes	0.97314	No
513	Ramakrishna Poojari	0.97314	No
514	Yuichi	0.97314	No
515	Anna Rozhkova	0.97300	No
516	Kevin_Ho	0.97300	No
517	wangqihui	0.97286	No
518	ludovic.thea	0.97286	No
519	leo cardoso	0.97286	No
520	MartínSantos	0.97286	No
521	jnulzl	0.97286	No
522	Codle	0.97286	No
523	sins	0.97271	No
524	KevinBaize	0.97257	No
525	shaohui ruan	0.97257	No
526	ToshVyas	0.97257	No
527	Anshulvyas	0.97243	No
528	ZarCiro	0.97243	No
529	Gim_7	0.97229	No
530	bandiangou	0.97214	No
531	r3dmao	0.97214	No
532	Jian Liu	0.97200	No
533	Betty Schirrmeister	0.97200	No
534	Javier Gutierrez	0.97200	No
535	gzgzgz	0.97186	No
536	nickyang	0.97186	No
537	Radha	0.97186	No
538	ZaiyongZhang	0.97186	No
539	EmilianoLucero	0.97186	No
540	spideR_man	0.97171	No
541	TrueNorth	0.97171	No
542	tetyama	0.97171	No
543	**__	0.97171	No
544	Ashley Jacob Ross	0.97157	No
545	fatboy	0.97157	No
546	wendy 2	0.97157	No
547	pippo	0.97157	No
548	GauthamKumaran	0.97143	No
549	Willy	0.97143	No
550	successfan	0.97143	No
551	David Dalisay	0.97143	No
552	cape101	0.97143	No
553	DataDrumstick	0.97143	No
554	AlexanderNikolaev	0.97129	No
555	Tom Dörr	0.97129	No
556	TanguyBretagne	0.97114	No
557	BoGao	0.97114	No
558	Mukesh Kumar	0.97114	No
559	michaelhoffmann	0.97114	No
560	R&L	0.97114	No
561	nateRiver	0.97114	No
562	Hatseflats	0.97114	No
563	Ilya Kheifets	0.97114	No
564	YangJunye	0.97114	No
565	BetterThanYours	0.97114	No
566	baharmohammadi	0.97114	No
567	srbiau	0.97114	No
568	ZhupingLi	0.97114	No
569	A-Team	0.97114	Yes
570	Maxim 2	0.97114	No
571	JohnCheng	0.97086	No
572	Dmitry Malugin	0.97086	No
573	Jeff 2	0.97071	No
574	Murvers	0.97071	No
575	Juggy	0.97057	No
576	Alexey Ivanov	0.97057	No
577	suosssss	0.97043	No
578	RevThat	0.97043	No
579	CelsoF.AraujoF.	0.97029	No
580	TrevorNell	0.97029	No
581	viktordudas	0.97029	No
582	Kasei	0.97014	No
583	sisyphus	0.97000	No
584	程小真	0.96971	No
585	JonathanLou	0.96971	No
586	Orlando	0.96971	No
587	rivasj	0.96957	No
588	Ruzeil	0.96957	No
589	whiterbear	0.96957	No
590	hira	0.96943	No
591	VincentCabeli	0.96943	No
592	sid.xiong	0.96929	No
593	fedezarf	0.96929	No
594	CT_BALY_ESSES	0.96929	No
595	Lannie Miao	0.96929	No
596	weiming	0.96929	No
597	arpitutsav	0.96929	No
598	Andrew + Rishav	0.96929	No
599	JohnFarrell	0.96929	No
600	CanePunma	0.96929	No
601	SoundOfSilence	0.96929	Yes
602	DAJING	0.96929	No
603	mengbo	0.96914	No
604	Kavasi Mihaly	0.96914	No
605	Jaldeep A	0.96900	No
606	Ambresh	0.96900	No
607	Joshua Rose	0.96886	No
608	DoubleWomen	0.96886	No
609	RanGodrich	0.96886	No
610	ShravanKumar	0.96886	No
611	Howard Chen	0.96871	No
612	Gabriel Ruttner	0.96871	No
613	RahulChatterjee	0.96871	No
614	Paul Lombardi	0.96871	No
615	EricChien	0.96871	No
616	rodge	0.96871	No
617	DmitriiSergeev	0.96871	No
618	亓了个葩ustc	0.96871	No
619	Masters in learning	0.96871	No
620	Renew	0.96871	No
621	Daniel Vacca	0.96857	No
622	Ambimanus	0.96857	No
623	o_juli_o	0.96857	No
624	Rhostam	0.96857	No
625	Krybaby_7_9	0.96857	No
626	jack_Gan	0.96857	No
627	Evan Kesten	0.96857	No
628	zl557 and bl657	0.96857	No
629	Constantin	0.96857	No
630	NoelAlexander	0.96857	No
631	Linna&Lydia	0.96857	No
632	ywllyht	0.96857	No
633	FUPM	0.96857	No
634	nkocyigit	0.96857	No
635	Rolo_Compressor	0.96857	No
636	Cui Gaochen	0.96857	No
637	Reza Nirumand	0.96857	No
638	CarterRaha	0.96857	No
639	NareshAmbati	0.96857	No
640	algorithmica1	0.96843	No
641	NizhaShree	0.96843	No
642	JeongHoonHyun	0.96843	No
643	jborne536	0.96843	No
644	SyedDanish	0.96843	No
645	Vishwadeep Gautam	0.96829	No
646	chh931118	0.96829	No
647	luhaifeng	0.96829	No
648	Edans Sandes	0.96814	No
649	andheroe	0.96814	No
650	jfz2004	0.96814	No
651	JianxinDuan	0.96814	No
652	veeteque	0.96814	No
653	Daoxun	0.96800	No
654	chuanqi129	0.96800	No
655	Pierre Aumjaud	0.96800	No
656	zhangjunphy	0.96800	No
657	Yuna.qiu	0.96800	No
658	sel3aa	0.96800	No
659	JohnCache	0.96800	No
660	Elsa	0.96800	No
661	ZdJiang	0.96800	No
662	Francesco 3	0.96800	No
663	Jersyliu	0.96800	No
664	WujingYao	0.96800	No
665	RTrom	0.96800	No
666	YatingZhan	0.96800	No
667	ChensuXie	0.96800	No
668	nullpointer	0.96800	No
669	1dollarpizza	0.96800	No
670	JessieKao	0.96800	No
671	MengjiaoZhu	0.96800	No
672	Pete.Zhang	0.96800	No
673	hono63	0.96800	No
674	Legron	0.96800	No
675	Zac Kenton	0.96800	No
676	Joseph Simonian	0.96800	No
677	ApoorvAgarwal	0.96800	No
678	Shobhit Gupta	0.96800	No
679	ManikandanSwaminathan	0.96800	No
680	lruoran	0.96800	No
681	haataa	0.96800	No
682	XiaoDong	0.96800	No
683	EMdigitizer	0.96800	Yes
684	hannah	0.96800	No
685	XubinNi	0.96800	No
686	VincenzoJin	0.96800	No
687	yazsh	0.96800	No
688	Isaac 2	0.96786	No
689	Lucifer	0.96786	No
690	eric_d	0.96786	No
691	Maciej Twardowski	0.96786	No
692	Madhav	0.96771	No
693	ZHOUJUNJUN	0.96771	No
694	Team Unicorns	0.96771	No
695	JaneSom	0.96771	No
696	Erik Brorson	0.96771	No
697	austin sun	0.96771	No
698	Jadia	0.96771	No
699	ShaneGrosser	0.96771	No
700	InomMirzaev	0.96757	No
701	Salami91280	0.96757	No
702	Hackers	0.96757	No
703	InomMirzaev 2	0.96757	No
704	DiamondToy	0.96757	No
705	Srinivas Baride	0.96757	No
706	末世大金矿	0.96757	No
707	ИванВадимовичМахотин	0.96757	No
708	maxwab	0.96757	No
709	{BertrandRussell}	0.96757	No
710	我曾经被山河大海跨过	0.96743	No
711	leengsmile	0.96743	No
712	RaghunathVP	0.96729	No
713	shrey mudgal	0.96729	No
714	GBI A&T	0.96729	No
715	waskita adijarto	0.96714	No
716	JamesDiotte	0.96714	No
717	GaurangRai	0.96714	No
718	GauravJoshi	0.96714	No
719	zttech	0.96714	No
720	think in learning	0.96714	No
721	bigdit	0.96714	No
722	Matteo	0.96700	No
723	mooncake	0.96700	No
724	TashinaGraves	0.96700	No
725	Álvaro Méndez Civieta	0.96700	No
726	Vinay K	0.96686	No
727	Diego_Pablo_CT	0.96686	No
728	Frankchen	0.96686	No
729	Jake Holland	0.96686	No
730	SergejFomin	0.96671	No
731	llfccc	0.96671	No
732	Bhargav	0.96671	No
733	LiuChang	0.96671	No
734	shiyiming	0.96671	No
735	Rafał Jankowski	0.96671	No
736	AbdurRahman	0.96657	No
737	Bas0923	0.96657	No
738	Varun	0.96657	No
739	Sven	0.96657	No
740	RikuArakawa	0.96643	No
741	kosmonautas 2	0.96643	No
742	cg784101125	0.96643	No
743	Jokers	0.96643	No
744	boojinks	0.96629	No
745	Tanner Dye	0.96629	No
746	Eidan Cohen	0.96629	No
747	SedaCavdaroglu	0.96629	No
748	MarkusLei22	0.96629	No
749	fabien chevallier	0.96629	No
750	古賀恭平	0.96629	No
751	Quantifier	0.96629	Yes
752	crwang	0.96614	No
753	Foobar	0.96614	No
754	RedaAffane	0.96614	No
755	TraceTidwell	0.96614	No
756	UrfTheManatee	0.96614	No
757	timespace10	0.96614	No
758	YabinPing	0.96614	No
759	Apple	0.96614	No
760	AnisNouri	0.96614	No
761	dubiouscyborg	0.96614	No
762	milktea	0.96614	No
763	douuubt	0.96600	No
764	longcd	0.96600	No
765	LixinSu	0.96600	No
766	dkkk	0.96600	No
767	HanGuo	0.96600	No
768	Lola S Gardner	0.96586	No
769	Kent Johnson	0.96586	No
770	SpeedyXeon	0.96586	No
771	pakree	0.96586	No
772	RuthRowlands	0.96586	No
773	didi	0.96586	No
774	AndreaBattistello	0.96571	No
775	Webhunter	0.96571	No
776	sirius 2	0.96571	No
777	Larkin	0.96571	No
778	ecolvin	0.96571	No
779	GunjanPravinchandraPandya	0.96571	No
780	Yuvia	0.96571	No
781	Nick Styles	0.96557	No
782	edrush81	0.96557	No
783	BananuhBeatDown	0.96557	No
784	slow	0.96557	No
785	zuse	0.96557	No
786	AlbertoGasparin	0.96557	No
787	rmacey	0.96557	No
788	Javkhlan-Ochir Ganbat	0.96557	No
789	ShinodaC	0.96557	No
790	yuwang	0.96557	No
791	wcolgan1	0.96543	No
792	xliu92	0.96543	No
793	sans	0.96529	No
794	Reyhaneheb	0.96529	No
795	BrandyBroadbent	0.96529	No
796	Li Hao	0.96529	No
797	QINGYI	0.96514	No
798	KouHonda	0.96514	No
799	ColinLee	0.96514	No
800	Sheng Yang	0.96514	No
801	Sagar Uprety	0.96514	No
802	Vijin K P	0.96514	No
803	wirack	0.96514	No
804	Ajit Barik	0.96500	No
805	BazylReinstein	0.96500	No
806	tobe	0.96500	No
807	Chris+Gautam	0.96500	No
808	tom6981588	0.96500	No
809	yeerir	0.96500	No
810	dkicenan	0.96500	No
811	Charily	0.96486	No
812	zwjreal	0.96486	No
813	Stan 3	0.96486	No
814	Shaun the Sheep	0.96486	No
815	sunhai	0.96486	No
816	arthur lauga	0.96471	No
817	Alexander Zerbe	0.96471	No
818	sunsy	0.96471	No
819	NurzatRRakhman	0.96471	No
820	Sanoop	0.96457	No
821	Bricoleur	0.96457	No
822	wangdingding	0.96457	No
823	Alex Lee	0.96457	No
824	Trent Cai	0.96457	No
825	tveek	0.96457	No
826	yijunsu	0.96457	No
827	ParthaMishra	0.96457	No
828	AtlasYu	0.96443	No
829	JessieLi	0.96443	No
830	DanAllen	0.96443	No
831	RavI Ponmalai	0.96443	No
832	longhuanglong	0.96443	No
833	Jessie Li	0.96443	No
834	Bhuvaneshwaran	0.96443	No
835	block	0.96443	No
836	Ngoc Anh Huynh	0.96443	No
837	Johan	0.96443	No
838	Arnab	0.96429	No
839	Magicyu	0.96429	No
840	CoMartel	0.96429	No
841	RobinNicole	0.96429	No
842	JiaDe	0.96400	No
843	zyl123	0.96400	No
844	KeithSelover	0.96400	No
845	PiemonSparrow	0.96400	No
846	selfmaker001	0.96400	No
847	prince谢晓峰	0.96400	No
848	PatrickLiu	0.96400	No
849	Dillon	0.96400	No
850	wxlmessi	0.96400	No
851	heimingx	0.96400	No
852	Luc	0.96400	No
853	lmy0412	0.96400	No
854	Ling Mao	0.96400	No
855	AasimWani	0.96400	No
856	QiangLi	0.96400	No
857	TJ Gilbrough	0.96371	No
858	Igor Prusov	0.96371	No
859	Nazly Sabbour	0.96371	No
