Rank	Team	Score	IITD_Students
132	wuqiWeber	0.99271	No
133	muchas_gracias	0.99257	No
134	Nikita Molostvov	0.99257	No
135	Aman Chauhan	0.99257	No
136	Dawood Khan Mohammed	0.99257	No
137	xingxinghanzi	0.99243	No
138	EnoVictor	0.99243	No
139	Currie32	0.99243	No
140	pingjunlv	0.99229	No
141	AlekseyParamonov	0.99229	No
142	Bruno16	0.99229	No
143	Codefellas	0.99229	Yes
144	jxt1234and2006	0.99229	No
145	muye5	0.99214	No
146	Daia Alexandru	0.99214	No
147	Infernus	0.99214	No
148	superizer	0.99214	No
149	Timur Islamov	0.99214	No
150	ShivaSitaraman	0.99214	No
151	Sven	0.99214	No
152	shaohui ruan	0.99214	No
153	affemitwaffel	0.99200	No
154	ABE_	0.99200	No
155	AndreyBozhko	0.99200	No
156	JohnCrickett	0.99200	No
157	Zachary Ruzhinov	0.99200	No
158	AlexWellbelove	0.99200	No
159	Rafał Jankowski	0.99200	No
160	Gennadiy Tupitsin	0.99200	No
161	Focsic@BE	0.99186	No
162	weiyus	0.99186	No
163	Kshitiz Sharma	0.99186	No
164	QuốcBảoĐỗ	0.99171	No
165	BlueWhale	0.99171	No
166	ZhixiangLi	0.99171	No
167	ArunKrishna	0.99171	No
168	Masato  Takahashi	0.99157	No
169	Harish Reddy	0.99157	No
170	神秘人	0.99157	No
171	Christian Salvatore	0.99157	No
172	Yesterdays	0.99157	No
173	vincento	0.99157	No
174	daryadedik	0.99157	No
175	Naqqash	0.99143	No
176	Patrick Carson	0.99143	No
177	ZhenyiLin	0.99143	No
178	iory	0.99143	No
179	abhishekkumar 2	0.99143	No
180	august	0.99129	No
181	Alexandru Papiu	0.99129	No
182	Yuichi Iwanami	0.99129	No
183	RickXie	0.99129	No
184	heirenzhanshen	0.99129	No
185	Priyatham Kattakinda	0.99129	No
186	Jakub Svehla	0.99114	No
187	uomcse_efinix	0.99114	No
188	callofdutyops	0.99114	No
189	ingvar888	0.99114	No
190	AndreasNilsson	0.99114	No
191	Alex B	0.99114	No
192	abhiram singh	0.99114	No
193	aLV062170	0.99114	No
194	MustafaKeskin	0.99114	No
195	MichaelWang	0.99100	No
196	LookingForEntryLevelJob	0.99100	No
197	Mokii	0.99100	No
198	T123	0.99100	No
199	Tenshi Kanade	0.99100	No
200	Tim Hsu	0.99100	No
201	Abhi Goyal	0.99100	No
202	YuanDong	0.99100	No
203	Ali Bagherpour	0.99100	No
204	Ashok Davas	0.99100	No
205	XiaokanWang	0.99100	No
206	by_yzp	0.99086	No
207	Björn Lunt	0.99086	No
208	Dmytro Tkanov	0.99086	No
209	Petr Shypila	0.99086	No
210	DigitsJeweller	0.99086	Yes
211	Damodar	0.99086	No
212	XubinNi	0.99086	No
213	DataDrumstick	0.99086	No
214	snc19	0.99086	No
215	da3m0ns	0.99086	Yes
216	Al Momin	0.99086	No
217	John 3	0.99086	No
218	Karthik Arumugham	0.99086	No
219	freed err	0.99071	No
220	Sharks	0.99071	Yes
221	LoicmDivad	0.99071	No
222	Weenkus	0.99071	No
223	MridulGarg	0.99071	No
224	civic_Z.Y.Z	0.99057	No
225	SeshuKumar	0.99057	No
226	AyushSharma	0.99057	No
227	hal9zillion	0.99057	No
228	Ryan Goy	0.99057	No
229	M_B_B	0.99057	No
230	NelsonMok	0.99057	No
231	jag99	0.99057	No
232	sxie	0.99043	No
233	Chris Swierczewski	0.99043	No
234	Soham Banerjee	0.99043	No
235	shunpi	0.99043	No
236	BladeBreakers	0.99043	Yes
237	MartinHoráček	0.99029	No
238	ФилиппБочаров	0.99029	No
239	zhangzhang	0.99014	No
240	youyou	0.99014	No
241	yu'xun陈	0.99014	No
242	nevergone	0.99014	No
243	ZohairZahid	0.99014	No
244	gmcather	0.99014	No
245	ОльгаКонкина	0.99000	No
246	Bartosz Prusinowski	0.99000	No
247	sunny0o0	0.99000	No
248	Mathan	0.99000	No
249	RFont	0.99000	No
250	LavishYadav	0.98986	No
251	xiaoxuliang	0.98986	No
252	archer	0.98986	No
253	sablet	0.98986	No
254	Yongjin	0.98986	No
255	zaq1xsw2tktk	0.98986	No
256	sqzhang	0.98986	No
257	Shijian Su	0.98971	No
258	Bojan Tunguz	0.98971	No
259	echo88	0.98971	No
260	SaltSuger	0.98971	No
261	Devinder Saini	0.98971	No
262	Yury Kozyrev	0.98971	No
263	MohanNikam	0.98957	No
264	alphaBu's	0.98957	No
265	zzdxfei	0.98957	No
266	chenjh	0.98957	No
267	Felix	0.98943	No
268	МөнхбаатарЭнхбаатар	0.98943	No
269	WillyNdirangu	0.98943	No
270	josdorpjossie	0.98943	No
271	He Qinyao	0.98943	No
272	Ken du	0.98929	No
273	Ping Ng	0.98929	No
274	AlexanderPozharskii	0.98929	No
275	Václav Čadek	0.98929	No
276	qwe0814	0.98914	No
277	ThembaniPhaweni	0.98914	No
278	Andrey Sozykin	0.98914	No
279	SaurabhNaik	0.98900	No
280	TaegyunJeon	0.98900	No
281	Vitaly	0.98900	No
282	learner123	0.98886	No
283	hunter10817	0.98886	No
284	lakeri	0.98886	No
285	Tayari	0.98871	No
286	anantzoid	0.98871	No
287	Zhee	0.98871	No
288	VincenzoJin	0.98871	No
289	MohamedRahmouni	0.98857	No
290	163050020	0.98857	No
291	skyfengye741	0.98843	No
292	MoritzBerthold	0.98843	No
293	ThusFar	0.98843	No
294	sappyprg	0.98843	No
295	Kasuka	0.98814	No
296	wanghuogen	0.98800	No
297	Kaiser	0.98800	No
298	Alvaro João	0.98786	No
299	arbalan	0.98786	No
300	greyman	0.98786	No
301	Rabindra Nath Nandi	0.98786	No
302	ashvinisharma	0.98786	No
303	SnowWalkerJ	0.98757	No
304	Ajou University	0.98757	No
305	Mechanoid	0.98757	No
306	ShihaoZhang	0.98743	No
307	RohitApte	0.98743	No
308	mathias	0.98729	No
309	Jianyang Zhao	0.98729	No
310	Ben Ogorek	0.98729	No
311	Shmuma	0.98714	No
312	RylanConway	0.98714	No
313	chenWong	0.98714	No
314	K.I.	0.98700	No
315	KevinWan	0.98700	No
316	Sahil Jindal	0.98686	No
317	Jiajun Li	0.98686	No
318	AliNawed	0.98671	No
319	Ievgen	0.98671	No
320	qwertyuiopas	0.98671	No
321	PashaAdamenko	0.98657	No
322	Oscar Friberg	0.98643	No
323	VasudevSingh	0.98643	No
324	Adit Deshpande	0.98629	No
325	J. D.	0.98629	No
326	Sylvain	0.98614	No
327	simplebest	0.98614	No
328	utobe67	0.98614	No
329	danidarshit	0.98614	No
330	Prakhar Agarwal	0.98614	No
331	churandy	0.98600	No
332	Shao Yen Hung	0.98600	No
333	Hison	0.98557	No
334	rushang	0.98557	No
335	Michał Stolarczyk	0.98543	No
336	Hyunwoo Jung	0.98543	No
337	tyk	0.98543	No
338	c_ozbek	0.98543	No
339	Ronald Yang	0.98529	No
340	Bogdan Kirilenko	0.98514	No
341	dmcstgn	0.98514	No
342	aidan	0.98486	No
343	echo42	0.98486	No
344	Thanos 2	0.98486	No
345	Kardamat	0.98471	No
346	hanphl	0.98471	No
347	Banzai Charge	0.98457	No
348	HarshmeetB	0.98457	No
349	Patanjali X	0.98443	Yes
350	dyuval	0.98443	No
351	ArsenalByr	0.98429	No
352	smallFish	0.98429	No
353	hiro116s	0.98429	No
354	gjkim	0.98429	No
355	saurabhrajkarnikar	0.98429	No
356	DigvijaySingh	0.98429	No
357	jasonjang	0.98429	No
358	Ale e Fabio	0.98414	No
359	Vyacheslav	0.98414	No
360	sandervanderpost	0.98400	No
361	xccds	0.98400	No
362	ThomasMartin	0.98400	No
363	eli2063	0.98386	No
364	Dmitry Egorov	0.98386	No
365	kenneth	0.98386	No
366	Alexp239	0.98386	No
367	MT 2	0.98343	No
368	zcg_kk	0.98329	No
369	AlexGuo	0.98314	No
370	JoacimStrand	0.98314	No
371	Nguyễn Lương An Phú	0.98300	No
372	BielM	0.98300	No
373	ahans	0.98271	No
374	seu1tyz	0.98243	No
375	VivekPraturi	0.98243	No
376	AjayNagar	0.98243	No
377	Scott1783	0.98243	No
378	alui22	0.98229	No
379	MohammadSaifee	0.98229	No
380	ankita_sinha	0.98229	No
381	qccc	0.98229	No
382	ShashwatVerma	0.98229	Yes
383	RodrigoLoza	0.98229	No
384	GokulP	0.98229	No
385	PenguinML	0.98229	No
386	Gavin 2	0.98229	No
387	JiangQinHong	0.98214	No
388	aokiblue	0.98214	No
389	wangwanpeng	0.98200	No
390	Shashikant Mishra	0.98200	No
391	JinHao	0.98200	No
392	Vishwanath Sangale	0.98200	No
393	sunpeng	0.98200	No
394	QINGYI	0.98200	No
395	Shichao Ji	0.98200	No
396	Long Yang	0.98186	No
397	Dario	0.98186	No
398	Twistbaby	0.98186	No
399	Misaka Mikoto	0.98186	No
400	Chengwei Huang	0.98186	No
401	SikaiWang	0.98171	No
402	dauntless	0.98171	Yes
403	Mikhail Chugunkov	0.98157	No
404	slmady	0.98157	No
405	Diego Pereira	0.98143	No
406	Archit Garg	0.98143	No
407	TimmyXu	0.98143	No
408	johnzhao	0.98129	No
409	JustinYang	0.98129	No
410	danlei	0.98129	No
411	ilias V	0.98114	No
412	bmpc	0.98114	No
413	Freykjavik Bjuniversity	0.98100	No
414	Earth!	0.98071	No
415	CongWang	0.98071	No
416	Blake Chen	0.98071	No
417	S Guan	0.98071	No
418	BalakrishnaSKesavan	0.98057	No
419	fsociety	0.98057	Yes
420	lrl	0.98043	No
421	Fizik	0.98043	No
422	linalu	0.98014	No
423	jinyuerui	0.98000	No
424	mi7ky	0.97971	No
425	weilianghe	0.97971	No
426	arsalansaad	0.97971	No
427	ThomasD	0.97971	No
428	JiansheFeng	0.97971	No
429	wangtao	0.97957	No
430	Deepin	0.97943	No
431	Jake Holland	0.97943	No
432	Nick_	0.97929	No
433	Jonny	0.97929	No
434	wangyujie	0.97929	No
435	Kv Manohar	0.97914	No
436	B.Adithya	0.97900	No
437	Ax.h	0.97900	No
438	tiantian	0.97900	No
439	CodyHeimberger	0.97900	No
440	Elbert Fliek	0.97900	No
441	KittyPryde	0.97886	No
442	jasonzhang	0.97886	No
443	EdLevinson	0.97886	No
444	MarinosFC	0.97886	No
445	SandiMikus	0.97871	No
446	Prabhudatta Das	0.97871	No
447	Evgeniy Malishev	0.97871	No
448	YanchaoXu	0.97871	No
449	Alexander Sutherland	0.97871	No
450	AZhabotinsky	0.97871	No
451	Konstantin Gavrilchik	0.97871	No
452	match man	0.97857	No
453	AlKhwarizmi	0.97857	No
454	gpvg	0.97857	No
455	Manvel	0.97857	No
456	JoshLevy	0.97857	No
457	Kaido	0.97857	No
458	DmitriyKropivnitskiy	0.97843	No
459	MikeChen	0.97829	No
460	lilen	0.97829	No
461	Pj 2	0.97829	No
462	leo cardoso	0.97829	No
463	MnsterLu	0.97800	No
464	Dmitriy Batogov	0.97800	No
465	Najeeb Khan	0.97800	No
466	HangYu	0.97800	No
467	ankit4all	0.97786	No
468	Kostiantyn Isaienkov	0.97786	No
469	NanChen	0.97786	No
470	123	0.97786	No
471	Dominic DeBiaso	0.97786	No
472	ryanmhood	0.97786	No
473	Hao Wu	0.97757	No
474	Rodolfo Lourenzutti	0.97757	No
475	Alex Bella	0.97757	No
476	abhay kumar	0.97757	No
477	LegioN	0.97757	No
478	HugoN	0.97757	No
479	PhemyKadri	0.97757	No
480	dongdong	0.97743	No
481	robertopellegrini	0.97743	No
482	IlyaKryukov	0.97729	No
483	LIAO	0.97729	No
484	wxy_bupt	0.97729	No
485	Shojiro Yanagisawa	0.97729	No
486	ShuaiWang	0.97714	No
487	Khushmeet Singh	0.97714	No
488	Maidenhead4	0.97700	No
489	SaiAdityaGauravVaranasi	0.97700	No
490	Seunghee Lee	0.97700	No
491	CollinErickson	0.97700	No
492	Aris Fergadis	0.97700	No
493	Pham Kim Hoan	0.97700	No
494	Michael Davis	0.97686	No
495	NguyễnDuy	0.97686	No
496	Paul D'Amora	0.97686	No
497	dk	0.97686	No
498	Chason	0.97671	No
499	Andrew Chiu	0.97657	No
500	kojix2	0.97657	No
501	JavierVLAB	0.97643	No
502	xiao22	0.97629	No
503	TianliangZhang	0.97629	No
504	Homin	0.97629	No
505	Tea Jin Jang	0.97614	No
506	onefeat	0.97614	No
507	ConsiliumTechnology	0.97614	No
508	AkarshAgrawal	0.97614	No
509	Quantifier	0.97600	Yes
510	Duck_Riot	0.97586	No
511	Nias	0.97586	No
512	upupup	0.97571	No
513	Bradley Strong	0.97557	No
514	AnandJain	0.97557	No
515	Andrey  Vladimirovich	0.97543	No
516	Carlos Augusto	0.97543	No
517	srbiau	0.97529	No
518	Haritha Thilakarathne	0.97529	No
519	AchalAgrawal	0.97514	No
520	Patriciolopezvaliente	0.97514	No
521	Valentin 2	0.97514	No
522	ChKGB	0.97514	No
523	Somshubra Majumdar	0.97514	No
524	xiaohui123	0.97486	No
525	tmullayanov	0.97486	No
526	JGuillaumin	0.97486	No
527	JiayiPeng	0.97486	No
528	Dmitry Pogodin	0.97471	No
529	luisi	0.97471	No
530	pippo	0.97471	No
531	AbhishekKumar(AK)	0.97471	No
532	Ed Brown	0.97457	No
533	Yishen	0.97457	No
534	Jürgen Hollfelder	0.97457	No
535	shaohao	0.97443	No
536	EnzoC	0.97443	No
537	Francesco Di Baldassarre	0.97443	No
538	ShashankSharma	0.97429	No
539	Ismael Tesisteco Felix	0.97429	No
540	MatiTangkieatgumjai	0.97414	No
541	Vipin	0.97414	No
542	Pavel Shevchuk	0.97400	No
543	shrey mudgal	0.97386	No
544	RUEIHE CHEN	0.97371	No
545	VikramVimal	0.97357	No
546	bencxs	0.97343	No
547	bb1ll1ngs	0.97343	No
548	thesouthfrog	0.97329	No
549	Domingos Lopes	0.97314	No
550	Ramakrishna Poojari	0.97314	No
551	Yuichi	0.97314	No
552	Centre for Atmospheric Science, University of Cambridge	0.97314	No
553	Kevin_Ho	0.97300	No
554	insist	0.97300	No
555	ludovic.thea	0.97286	No
556	MartínSantos	0.97286	No
557	jnulzl	0.97286	No
558	Codle	0.97286	No
559	D84_N1NJ4	0.97286	No
560	yiming	0.97286	No
561	hk	0.97286	No
562	Abhijit	0.97286	No
563	Julio Moyano	0.97286	No
564	sins	0.97271	No
565	niczky12	0.97271	No
566	KevinBaize	0.97257	No
567	ToshVyas	0.97257	No
568	ZarCiro	0.97243	No
569	Donggyun Hong	0.97243	No
570	bandiangou	0.97214	No
571	r3dmao	0.97214	No
572	JeffreyZ	0.97214	No
573	Amir Pournasserian	0.97214	No
574	yanwii	0.97214	No
575	FrankLin	0.97200	No
576	ИванВадимовичМахотин	0.97200	No
577	八木浩樹	0.97200	No
578	nickyang	0.97186	No
579	Radha	0.97186	No
580	ZaiyongZhang	0.97186	No
581	EmilianoLucero	0.97186	No
582	startech	0.97186	No
583	Francis Mitra	0.97186	No
584	SaamerSaad	0.97186	No
585	spideR_man	0.97171	No
586	TrueNorth	0.97171	No
587	tetyama	0.97171	No
588	**__	0.97171	No
589	mesarikaya	0.97171	No
590	Zhu XueLin	0.97171	No
591	fatboy	0.97157	No
592	wendy 2	0.97157	No
593	Charrin	0.97157	No
594	David Dalisay	0.97143	No
595	cape101	0.97143	No
596	TheoPratama	0.97143	No
597	R&L	0.97114	No
598	nateRiver	0.97114	No
599	Hatseflats	0.97114	No
600	Ilya Kheifets	0.97114	No
601	YangJunye	0.97114	No
602	BetterThanYours	0.97114	No
603	baharmohammadi	0.97114	No
604	ZhupingLi	0.97114	No
605	A-Team	0.97114	Yes
606	Cearnaigh	0.97114	No
607	Дмитрий	0.97114	No
608	alanchen	0.97114	No
609	ParisaNejatian	0.97114	No
610	Govorkov(521 MSU 2016)	0.97114	No
611	Chupakhin (521 MSU 2016)	0.97114	No
612	Shpilevoy (521 MSU 2016)	0.97114	No
613	Mikheev (521 MSU 2016)	0.97114	No
614	Tutelian (521 MSU 2016)	0.97114	No
615	Romanov (521 MSU 2016)	0.97114	No
616	RobertW	0.97114	No
617	LeaProvenzano	0.97100	No
618	Dmitry Malugin	0.97086	No
619	kin yu	0.97086	No
620	Jeff 2	0.97071	No
621	Murvers	0.97071	No
622	David Pérez	0.97071	No
623	Alexey Ivanov	0.97057	No
624	Adimas Bagus	0.97057	No
625	Georgy 2	0.97057	No
626	RevThat	0.97043	No
627	TrevorNell	0.97029	No
628	viktordudas	0.97029	No
629	Kasei	0.97014	No
630	Vikas Agrawal	0.97014	No
631	sisyphus	0.97000	No
632	newbieProgrammer	0.97000	No
633	gonthalo	0.96971	No
634	Bohdan Bobyl	0.96971	No
635	rivasj	0.96957	No
636	Ruzeil	0.96957	No
637	whiterbear	0.96957	No
638	VincentCabeli	0.96943	No
639	CanePunma	0.96929	No
640	SoundOfSilence	0.96929	Yes
641	DAJING	0.96929	No
642	YRUI	0.96929	No
643	mengbo	0.96914	No
644	Kavasi Mihaly	0.96914	No
645	Rinzler Technologies	0.96914	No
646	Ambresh	0.96900	No
647	Max & Maike	0.96900	No
648	Su Walt	0.96900	No
649	ShravanKumar	0.96886	No
650	rodge	0.96871	No
651	DmitriiSergeev	0.96871	No
652	亓了个葩ustc	0.96871	No
653	Masters in learning	0.96871	No
654	Renew	0.96871	No
655	Lieutenant Tom	0.96871	No
656	ywllyht	0.96857	No
657	FUPM	0.96857	No
658	nkocyigit	0.96857	No
659	Rolo_Compressor	0.96857	No
660	Cui Gaochen	0.96857	No
661	Reza Nirumand	0.96857	No
662	CarterRaha	0.96857	No
663	NareshAmbati	0.96857	No
664	Diamanta	0.96857	No
665	Bootes	0.96857	No
666	Makarova (521 MSU 2016)	0.96857	No
667	NizhaShree	0.96843	No
668	JeongHoonHyun	0.96843	No
669	jborne536	0.96843	No
670	SyedDanish	0.96843	No
671	luhaifeng	0.96829	No
672	PushkarLaulkar	0.96829	No
673	jfz2004	0.96814	No
674	JianxinDuan	0.96814	No
675	veeteque	0.96814	No
676	eliott.brion	0.96814	No
677	hono63	0.96800	No
678	RTrom	0.96800	No
679	Legron	0.96800	No
680	Zac Kenton	0.96800	No
681	Joseph Simonian	0.96800	No
682	ApoorvAgarwal	0.96800	No
683	Shobhit Gupta	0.96800	No
684	ManikandanSwaminathan	0.96800	No
685	lruoran	0.96800	No
686	haataa	0.96800	No
687	XiaoDong	0.96800	No
688	hannah	0.96800	No
689	yazsh	0.96800	No
690	Jadia	0.96800	No
691	DarrenYates	0.96800	No
692	echooo	0.96800	No
693	weixk	0.96800	No
694	JesseRoss	0.96800	No
695	PranavKumar	0.96800	No
696	Dangertrip	0.96800	No
697	Muyoo	0.96800	No
698	Prem Kumar	0.96800	No
699	Lucifer	0.96786	No
700	eric_d	0.96786	No
701	Maciej Twardowski	0.96786	No
702	Sashank Gondala	0.96786	No
703	austin sun	0.96771	No
704	ShaneGrosser	0.96771	No
705	{BertrandRussell}	0.96771	No
706	Sven 2	0.96771	No
707	AsifMohammed	0.96771	No
708	Yunfeng Wang	0.96771	No
709	victor 4	0.96771	No
710	DiamondToy	0.96757	No
711	Srinivas Baride	0.96757	No
712	末世大金矿	0.96757	No
713	maxwab	0.96757	No
714	ArtemZraev	0.96757	No
715	Jelmer	0.96757	No
716	JakeLee	0.96757	No
717	Mathemilda	0.96757	No
718	leengsmile	0.96743	No
719	garnex	0.96743	No
720	ZhouBin	0.96743	No
721	Sonali Chawla	0.96743	No
722	RaghunathVP	0.96729	No
723	GBI A&T	0.96729	No
724	StefanOrr	0.96729	No
725	Emi Tanaka	0.96729	No
726	GaurangRai	0.96714	No
727	GauravJoshi	0.96714	No
728	zttech	0.96714	No
729	think in learning	0.96714	No
730	bigdit	0.96714	No
731	z80nate	0.96714	No
732	TaeHaYu	0.96714	No
733	TashinaGraves	0.96700	No
734	Álvaro Méndez Civieta	0.96700	No
735	on the way	0.96700	No
736	Cody Dean	0.96700	No
737	JayendraShinde	0.96700	No
738	Naga Surya Krishna Kanth	0.96700	No
739	Frankchen	0.96686	No
740	xiaoxin	0.96686	No
741	Floriand	0.96686	No
742	BenDuffy	0.96686	No
743	SergejFomin	0.96671	No
744	llfccc	0.96671	No
745	Bhargav	0.96671	No
746	LiuChang	0.96671	No
747	shiyiming	0.96671	No
748	KouHonda	0.96671	No
749	tza_areh	0.96671	No
750	Varun	0.96657	No
751	ACB	0.96657	No
752	kosmonautas 2	0.96643	No
753	cg784101125	0.96643	No
754	Jokers	0.96643	No
755	Jack Li	0.96643	No
756	Becase	0.96643	No
757	Eidan Cohen	0.96629	No
758	SedaCavdaroglu	0.96629	No
759	MarkusLei22	0.96629	No
760	fabien chevallier	0.96629	No
761	古賀恭平	0.96629	No
762	HuWenqiang	0.96629	No
763	darxan	0.96629	No
764	timespace10	0.96614	No
765	YabinPing	0.96614	No
766	Apple	0.96614	No
767	AnisNouri	0.96614	No
768	dubiouscyborg	0.96614	No
769	milktea	0.96614	No
770	YuanchiMA	0.96614	No
771	Yukai Jiang	0.96614	No
772	Hongjun Wang	0.96614	No
773	HanGuo	0.96600	No
774	will 3	0.96600	No
775	white_walkers_hq	0.96600	No
776	pakree	0.96586	No
777	RuthRowlands	0.96586	No
778	didi	0.96586	No
779	JeremieBou	0.96586	No
780	Utkarsh Jain	0.96586	No
781	JiaYuhua	0.96586	No
782	sslKaggle	0.96586	No
783	GunjanPravinchandraPandya	0.96571	No
784	Yuvia	0.96571	No
785	tsuna-shun	0.96571	No
786	Chaitanya Sai Alaparthi	0.96571	No
787	ChiragGirdhar	0.96571	No
788	RobertLee	0.96571	No
789	我曾经被山河大海跨过	0.96557	No
790	zuse	0.96557	No
791	AlbertoGasparin	0.96557	No
792	rmacey	0.96557	No
793	Javkhlan-Ochir Ganbat	0.96557	No
794	ShinodaC	0.96557	No
795	yuwang	0.96557	No
796	TracyCui	0.96557	No
797	gogobrother	0.96557	No
798	xliu92	0.96543	No
799	Gaurav Singh 2	0.96543	No
800	sans	0.96529	No
801	Reyhaneheb	0.96529	No
802	BrandyBroadbent	0.96529	No
803	Li Hao	0.96529	No
804	zpengseu	0.96529	No
805	cflames	0.96529	No
806	Sagar Uprety	0.96514	No
807	Vijin K P	0.96514	No
808	wirack	0.96514	No
809	Sven Hofstede	0.96514	No
810	icinnamon	0.96514	No
811	tom6981588	0.96500	No
812	yeerir	0.96500	No
813	dkicenan	0.96500	No
814	YongJip Kim	0.96500	No
815	yuerlong	0.96500	No
816	Arthur  2	0.96500	No
817	Anup Kumar	0.96500	No
818	Viktor 2	0.96500	No
819	maejor	0.96500	No
820	Shaun the Sheep	0.96486	No
821	sunhai	0.96486	No
822	changliao	0.96486	No
823	y_meguro	0.96486	No
824	lingrey	0.96486	No
825	Alexander Zerbe	0.96471	No
826	sunsy	0.96471	No
827	NurzatRRakhman	0.96471	No
828	janfischer	0.96471	No
829	ljk0596	0.96471	No
830	GiWookLee	0.96471	No
831	Trent Cai	0.96457	No
832	tveek	0.96457	No
833	yijunsu	0.96457	No
834	ParthaMishra	0.96457	No
835	PRB	0.96457	No
836	longhuanglong	0.96443	No
837	Jessie Li	0.96443	No
838	Bhuvaneshwaran	0.96443	No
839	block	0.96443	No
840	Ngoc Anh Huynh	0.96443	No
841	Johan	0.96443	No
842	aryeh gielchinsky	0.96443	No
843	kuosamo	0.96443	No
844	RobinNicole	0.96429	No
845	SamBailey	0.96429	No
846	Li Dongfang	0.96429	No
847	VijayaBhaskar	0.96429	No
848	aaronbyun	0.96429	No
849	roundcube	0.96414	No
850	PiemonSparrow	0.96400	No
851	selfmaker001	0.96400	No
852	prince谢晓峰	0.96400	No
853	PatrickLiu	0.96400	No
854	Dillon	0.96400	No
