Rank	Team	Score	IITD_Students
173	Alexandru Papiu	0.99129	No
174	Yuichi Iwanami	0.99129	No
175	RickXie	0.99129	No
176	heirenzhanshen	0.99129	No
177	Jakub Svehla	0.99114	No
178	uomcse_efinix	0.99114	No
179	callofdutyops	0.99114	No
180	ingvar888	0.99114	No
181	AndreasNilsson	0.99114	No
182	Alex B	0.99114	No
183	abhiram singh	0.99114	No
184	aLV062170	0.99114	No
185	MustafaKeskin	0.99114	No
186	lushang	0.99114	No
187	MichaelWang	0.99100	No
188	LookingForEntryLevelJob	0.99100	No
189	Mokii	0.99100	No
190	T123	0.99100	No
191	Tenshi Kanade	0.99100	No
192	Tim Hsu	0.99100	No
193	Abhi Goyal	0.99100	No
194	YuanDong	0.99100	No
195	Ali Bagherpour	0.99100	No
196	Ashok Davas	0.99100	No
197	XiaokanWang	0.99100	No
198	Dixon	0.99086	No
199	by_yzp	0.99086	No
200	Björn Lunt	0.99086	No
201	Dmytro Tkanov	0.99086	No
202	Petr Shypila	0.99086	No
203	DigitsJeweller	0.99086	Yes
204	Damodar	0.99086	No
205	XubinNi	0.99086	No
206	DataDrumstick	0.99086	No
207	snc19	0.99086	No
208	da3m0ns	0.99086	Yes
209	simplebest	0.99071	No
210	freed err	0.99071	No
211	Sharks	0.99071	Yes
212	LoicmDivad	0.99071	No
213	Wolf-Guido Bolick	0.99057	No
214	civic_Z.Y.Z	0.99057	No
215	SeshuKumar	0.99057	No
216	AyushSharma	0.99057	No
217	hal9zillion	0.99057	No
218	Ryan Goy	0.99057	No
219	M_B_B	0.99057	No
220	NelsonMok	0.99057	No
221	jag99	0.99057	No
222	sxie	0.99043	No
223	Chris Swierczewski	0.99043	No
224	Soham Banerjee	0.99043	No
225	shunpi	0.99043	No
226	songzy12	0.99029	No
227	MartinHoráček	0.99029	No
228	ФилиппБочаров	0.99029	No
229	JGuillaumin	0.99014	No
230	learner123	0.99014	No
231	zhangzhang	0.99014	No
232	youyou	0.99014	No
233	yu'xun陈	0.99014	No
234	nevergone	0.99014	No
235	ZohairZahid	0.99014	No
236	gmcather	0.99014	No
237	ОльгаКонкина	0.99000	No
238	Bartosz Prusinowski	0.99000	No
239	sunny0o0	0.99000	No
240	Mathan	0.99000	No
241	RFont	0.99000	No
242	LavishYadav	0.98986	No
243	xiaoxuliang	0.98986	No
244	archer	0.98986	No
245	sablet	0.98986	No
246	Yongjin	0.98986	No
247	ztervic	0.98971	No
248	Shijian Su	0.98971	No
249	Bojan Tunguz	0.98971	No
250	echo88	0.98971	No
251	SaltSuger	0.98971	No
252	Devinder Saini	0.98971	No
253	Yury Kozyrev	0.98971	No
254	MohanNikam	0.98957	No
255	alphaBu's	0.98957	No
256	hysic	0.98943	No
257	rahenri	0.98943	No
258	Felix	0.98943	No
259	МөнхбаатарЭнхбаатар	0.98943	No
260	WillyNdirangu	0.98943	No
261	josdorpjossie	0.98943	No
262	Ekaterina	0.98929	No
263	Ken du	0.98929	No
264	Ping Ng	0.98929	No
265	AlexanderPozharskii	0.98929	No
266	Václav Čadek	0.98929	No
267	qwe0814	0.98914	No
268	ThembaniPhaweni	0.98914	No
269	Andrey Sozykin	0.98914	No
270	SaurabhNaik	0.98900	No
271	TaegyunJeon	0.98900	No
272	Vitaly	0.98900	No
273	hunter10817	0.98886	No
274	Dawood Khan Mohammed	0.98886	No
275	lakeri	0.98886	No
276	Tayari	0.98871	No
277	anantzoid	0.98871	No
278	Zhee	0.98871	No
279	VincenzoJin	0.98871	No
280	MohamedRahmouni	0.98857	No
281	163050020	0.98857	No
282	Melanie	0.98843	No
283	skyfengye741	0.98843	No
284	MoritzBerthold	0.98843	No
285	ThusFar	0.98843	No
286	Kasuka	0.98814	No
287	wanghuogen	0.98800	No
288	Alvaro João	0.98786	No
289	arbalan	0.98786	No
290	greyman	0.98786	No
291	Rabindra Nath Nandi	0.98786	No
292	ashvinisharma	0.98786	No
293	SnowWalkerJ	0.98757	No
294	Ajou University	0.98757	No
295	Mechanoid	0.98757	No
296	ShihaoZhang	0.98743	No
297	RohitApte	0.98743	No
298	mathias	0.98729	No
299	Jianyang Zhao	0.98729	No
300	Ben Ogorek	0.98729	No
301	Leon Chow	0.98714	No
302	Shmuma	0.98714	No
303	RylanConway	0.98714	No
304	chenWong	0.98714	No
305	Weenkus	0.98714	No
306	K.I.	0.98700	No
307	KevinWan	0.98700	No
308	the_jack	0.98686	No
309	Sahil Jindal	0.98686	No
310	Guillaume COTER	0.98671	No
311	AliNawed	0.98671	No
312	Ievgen	0.98671	No
313	qwertyuiopas	0.98671	No
314	PashaAdamenko	0.98657	No
315	Oscar Friberg	0.98643	No
316	VasudevSingh	0.98643	No
317	Adit Deshpande	0.98629	No
318	J. D.	0.98629	No
319	Sylvain	0.98614	No
320	utobe67	0.98614	No
321	danidarshit	0.98614	No
322	Prakhar Agarwal	0.98614	No
323	churandy	0.98600	No
324	Hison	0.98557	No
325	c_ozbek	0.98543	No
326	Michał Stolarczyk	0.98543	No
327	Hyunwoo Jung	0.98543	No
328	tyk	0.98543	No
329	Ronald Yang	0.98529	No
330	BladeBreakers	0.98529	Yes
331	Bogdan Kirilenko	0.98514	No
332	wuqiWeber	0.98514	No
333	dmcstgn	0.98514	No
334	Jiajun Li	0.98514	No
335	rushang	0.98500	No
336	aidan	0.98486	No
337	echo42	0.98486	No
338	Kardamat	0.98471	No
339	hanphl	0.98471	No
340	dominik31415	0.98457	No
341	Banzai Charge	0.98457	No
342	Havoc	0.98457	Yes
343	Patanjali X	0.98443	Yes
344	dyuval	0.98443	No
345	Human Analog	0.98429	No
346	chubakur	0.98429	No
347	ArsenalByr	0.98429	No
348	smallFish	0.98429	No
349	hiro116s	0.98429	No
350	gjkim	0.98429	No
351	saurabhrajkarnikar	0.98429	No
352	DigvijaySingh	0.98429	No
353	Ale e Fabio	0.98414	No
354	Vyacheslav	0.98414	No
355	sandervanderpost	0.98400	No
356	eli2063	0.98386	No
357	Dmitry Egorov	0.98386	No
358	kenneth	0.98386	No
359	Alexp239	0.98386	No
360	MT 2	0.98343	No
361	AlexGuo	0.98314	No
362	JoacimStrand	0.98314	No
363	Nguyễn Lương An Phú	0.98300	No
364	BielM	0.98300	No
365	ahans	0.98271	No
366	seu1tyz	0.98243	No
367	VivekPraturi	0.98243	No
368	MaheshwaranM	0.98243	No
369	AjayNagar	0.98243	No
370	zcg_kk	0.98243	No
371	Compound	0.98229	No
372	toxu	0.98229	No
373	alui22	0.98229	No
374	MohammadSaifee	0.98229	No
375	ankita_sinha	0.98229	No
376	qccc	0.98229	No
377	ShashwatVerma	0.98229	Yes
378	RodrigoLoza	0.98229	No
379	GokulP	0.98229	No
380	PenguinML	0.98229	No
381	RuobingWang	0.98200	No
382	wangwanpeng	0.98200	No
383	Shashikant Mishra	0.98200	No
384	JinHao	0.98200	No
385	Vishwanath Sangale	0.98200	No
386	sunpeng	0.98200	No
387	QINGYI	0.98200	No
388	Long Yang	0.98186	No
389	Dario	0.98186	No
390	Twistbaby	0.98186	No
391	SikaiWang	0.98171	No
392	dauntless	0.98171	Yes
393	mangoyuan	0.98157	No
394	Shao Yen Hung	0.98157	No
395	Mikhail Chugunkov	0.98157	No
396	slmady	0.98157	No
397	Diego Pereira	0.98143	No
398	Archit Garg	0.98143	No
399	TimmyXu	0.98143	No
400	fzhurd	0.98129	No
401	johnzhao	0.98129	No
402	JustinYang	0.98129	No
403	danlei	0.98129	No
404	ilias V	0.98114	No
405	bmpc	0.98114	No
406	Freykjavik Bjuniversity	0.98100	No
407	Earth!	0.98071	No
408	CongWang	0.98071	No
409	Blake Chen	0.98071	No
410	BalakrishnaSKesavan	0.98057	No
411	fsociety	0.98057	Yes
412	lrl	0.98043	No
413	linalu	0.98014	No
414	mi7ky	0.97971	No
415	weilianghe	0.97971	No
416	arsalansaad	0.97971	No
417	Tachibana Kanade	0.97957	No
418	wangtao	0.97957	No
419	Mihail Burduja	0.97943	No
420	Deepin	0.97943	No
421	Jake Holland	0.97943	No
422	Nick_	0.97929	No
423	Jonny	0.97929	No
424	Kv Manohar	0.97914	No
425	queena	0.97900	No
426	B.Adithya	0.97900	No
427	Ax.h	0.97900	No
428	tiantian	0.97900	No
429	CodyHeimberger	0.97900	No
430	Elbert Fliek	0.97900	No
431	jiangxiaozhou	0.97886	No
432	KittyPryde	0.97886	No
433	jasonzhang	0.97886	No
434	EdLevinson	0.97886	No
435	MarinosFC	0.97886	No
436	SandiMikus	0.97871	No
437	Prabhudatta Das	0.97871	No
438	Evgeniy Malishev	0.97871	No
439	YanchaoXu	0.97871	No
440	Alexander Sutherland	0.97871	No
441	AZhabotinsky	0.97871	No
442	match man	0.97857	No
443	AlKhwarizmi	0.97857	No
444	gpvg	0.97857	No
445	Manvel	0.97857	No
446	JoshLevy	0.97857	No
447	DmitriyKropivnitskiy	0.97843	No
448	MikeChen	0.97829	No
449	lilen	0.97829	No
450	Pj 2	0.97829	No
451	leo cardoso	0.97829	No
452	sappyprg	0.97814	No
453	smithfleet	0.97800	No
454	Dmitriy Batogov	0.97800	No
455	jiangpanonly1	0.97800	No
456	MnsterLu	0.97800	No
457	Najeeb Khan	0.97800	No
458	WeCodeR	0.97800	Yes
459	HangYu	0.97800	No
460	ankit4all	0.97786	No
461	Kostiantyn Isaienkov	0.97786	No
462	NanChen	0.97786	No
463	123	0.97786	No
464	Hao Wu	0.97757	No
465	Rodolfo Lourenzutti	0.97757	No
466	Alex Bella	0.97757	No
467	abhay kumar	0.97757	No
468	LegioN	0.97757	No
469	HugoN	0.97757	No
470	dongdong	0.97743	No
471	robertopellegrini	0.97743	No
472	arash	0.97729	No
473	IlyaKryukov	0.97729	No
474	LIAO	0.97729	No
475	wxy_bupt	0.97729	No
476	Shojiro Yanagisawa	0.97729	No
477	ShuaiWang	0.97714	No
478	Alaa Awad	0.97700	No
479	Maidenhead4	0.97700	No
480	SaiAdityaGauravVaranasi	0.97700	No
481	Seunghee Lee	0.97700	No
482	CollinErickson	0.97700	No
483	Aris Fergadis	0.97700	No
484	Pham Kim Hoan	0.97700	No
485	Michael Davis	0.97686	No
486	NguyễnDuy	0.97686	No
487	Paul D'Amora	0.97686	No
488	Chason	0.97671	No
489	Andrew Chiu	0.97657	No
490	kojix2	0.97657	No
491	JavierVLAB	0.97643	No
492	xiao22	0.97629	No
493	TianliangZhang	0.97629	No
494	Tea Jin Jang	0.97614	No
495	onefeat	0.97614	No
496	ConsiliumTechnology	0.97614	No
497	AkarshAgrawal	0.97614	No
498	Duck_Riot	0.97586	No
499	Nias	0.97586	No
500	upupup	0.97571	No
501	Bradley Strong	0.97557	No
502	AnandJain	0.97557	No
503	Andrey  Vladimirovich	0.97543	No
504	Fizik	0.97543	No
505	srbiau	0.97529	No
506	Haritha Thilakarathne	0.97529	No
507	AchalAgrawal	0.97514	No
508	Patriciolopezvaliente	0.97514	No
509	Valentin 2	0.97514	No
510	ChKGB	0.97514	No
511	xiaohui123	0.97486	No
512	tmullayanov	0.97486	No
513	Dmitry Pogodin	0.97471	No
514	luisi	0.97471	No
515	pippo	0.97471	No
516	AbhishekKumar(AK)	0.97471	No
517	Ed Brown	0.97457	No
518	Yishen	0.97457	No
519	Jürgen Hollfelder	0.97457	No
520	shaohao	0.97443	No
521	EnzoC	0.97443	No
522	Francesco Di Baldassarre	0.97443	No
523	ShashankSharma	0.97429	No
524	MatiTangkieatgumjai	0.97414	No
525	Vipin	0.97414	No
526	GGXH	0.97400	No
527	shrey mudgal	0.97386	No
528	hugematrix	0.97371	No
529	RUEIHE CHEN	0.97371	No
530	VikramVimal	0.97357	No
531	bencxs	0.97343	No
532	bb1ll1ngs	0.97343	No
533	thesouthfrog	0.97329	No
534	Domingos Lopes	0.97314	No
535	Ramakrishna Poojari	0.97314	No
536	Yuichi	0.97314	No
537	Anna Rozhkova	0.97300	No
538	Kevin_Ho	0.97300	No
539	ludovic.thea	0.97286	No
540	MartínSantos	0.97286	No
541	jnulzl	0.97286	No
542	Codle	0.97286	No
543	D84_N1NJ4	0.97286	No
544	yiming	0.97286	No
545	hk	0.97286	No
546	Abhijit	0.97286	No
547	Julio Moyano	0.97286	No
548	sins	0.97271	No
549	niczky12	0.97271	No
550	KevinBaize	0.97257	No
551	ToshVyas	0.97257	No
552	ZarCiro	0.97243	No
553	Donggyun Hong	0.97243	No
554	bandiangou	0.97214	No
555	r3dmao	0.97214	No
556	JeffreyZ	0.97214	No
557	Betty Schirrmeister	0.97200	No
558	Javier Gutierrez	0.97200	No
559	FrankLin	0.97200	No
560	ИванВадимовичМахотин	0.97200	No
561	八木浩樹	0.97200	No
562	nickyang	0.97186	No
563	Radha	0.97186	No
564	ZaiyongZhang	0.97186	No
565	EmilianoLucero	0.97186	No
566	startech	0.97186	No
567	Francis Mitra	0.97186	No
568	SaamerSaad	0.97186	No
569	spideR_man	0.97171	No
570	TrueNorth	0.97171	No
571	tetyama	0.97171	No
572	**__	0.97171	No
573	mesarikaya	0.97171	No
574	Ashley Jacob Ross	0.97157	No
575	fatboy	0.97157	No
576	wendy 2	0.97157	No
577	Charrin	0.97157	No
578	Willy	0.97143	No
579	successfan	0.97143	No
580	David Dalisay	0.97143	No
581	cape101	0.97143	No
582	michaelhoffmann	0.97114	No
583	R&L	0.97114	No
584	nateRiver	0.97114	No
585	Hatseflats	0.97114	No
586	Ilya Kheifets	0.97114	No
587	YangJunye	0.97114	No
588	BetterThanYours	0.97114	No
589	baharmohammadi	0.97114	No
590	ZhupingLi	0.97114	No
591	A-Team	0.97114	Yes
592	Maxim 2	0.97114	No
593	Cearnaigh	0.97114	No
594	Дмитрий	0.97114	No
595	alanchen	0.97114	No
596	ParisaNejatian	0.97114	No
597	Govorkov(521 MSU 2016)	0.97114	No
598	Chupakhin (521 MSU 2016)	0.97114	No
599	Shpilevoy (521 MSU 2016)	0.97114	No
600	Mikheev (521 MSU 2016)	0.97114	No
601	Tutelian (521 MSU 2016)	0.97114	No
602	Romanov (521 MSU 2016)	0.97114	No
603	LeaProvenzano	0.97100	No
604	Dmitry Malugin	0.97086	No
605	Jeff 2	0.97071	No
606	Murvers	0.97071	No
607	David Pérez	0.97071	No
608	Alexey Ivanov	0.97057	No
609	RevThat	0.97043	No
610	TrevorNell	0.97029	No
611	viktordudas	0.97029	No
612	Kasei	0.97014	No
613	Vikas Agrawal	0.97014	No
614	Amir Pournasserian	0.97014	No
615	AlexanderNikolaev	0.97000	No
616	sisyphus	0.97000	No
617	newbieProgrammer	0.97000	No
618	gonthalo	0.96971	No
619	Bohdan Bobyl	0.96971	No
620	rivasj	0.96957	No
621	Ruzeil	0.96957	No
622	whiterbear	0.96957	No
623	VincentCabeli	0.96943	No
624	CT_BALY_ESSES	0.96929	No
625	Lannie Miao	0.96929	No
626	weiming	0.96929	No
627	arpitutsav	0.96929	No
628	Andrew + Rishav	0.96929	No
629	JohnFarrell	0.96929	No
630	CanePunma	0.96929	No
631	SoundOfSilence	0.96929	Yes
632	DAJING	0.96929	No
633	YRUI	0.96929	No
634	mengbo	0.96914	No
635	Kavasi Mihaly	0.96914	No
636	Rinzler Technologies	0.96914	No
637	Jaldeep A	0.96900	No
638	Ambresh	0.96900	No
639	Max & Maike	0.96900	No
640	DoubleWomen	0.96886	No
641	RanGodrich	0.96886	No
642	ShravanKumar	0.96886	No
643	Howard Chen	0.96871	No
644	Gabriel Ruttner	0.96871	No
645	RahulChatterjee	0.96871	No
646	Paul Lombardi	0.96871	No
647	EricChien	0.96871	No
648	rodge	0.96871	No
649	DmitriiSergeev	0.96871	No
650	亓了个葩ustc	0.96871	No
651	Masters in learning	0.96871	No
652	Renew	0.96871	No
653	Lieutenant Tom	0.96871	No
654	Evan Kesten	0.96857	No
655	zl557 and bl657	0.96857	No
656	Constantin	0.96857	No
657	NoelAlexander	0.96857	No
658	Linna&Lydia	0.96857	No
659	ywllyht	0.96857	No
660	FUPM	0.96857	No
661	nkocyigit	0.96857	No
662	Rolo_Compressor	0.96857	No
663	Cui Gaochen	0.96857	No
664	Reza Nirumand	0.96857	No
665	CarterRaha	0.96857	No
666	NareshAmbati	0.96857	No
667	Diamanta	0.96857	No
668	Bootes	0.96857	No
669	Makarova (521 MSU 2016)	0.96857	No
670	algorithmica1	0.96843	No
671	NizhaShree	0.96843	No
672	JeongHoonHyun	0.96843	No
673	jborne536	0.96843	No
674	SyedDanish	0.96843	No
675	chh931118	0.96829	No
676	luhaifeng	0.96829	No
677	jfz2004	0.96814	No
678	JianxinDuan	0.96814	No
679	veeteque	0.96814	No
680	Jersyliu	0.96800	No
681	WujingYao	0.96800	No
682	RTrom	0.96800	No
683	YatingZhan	0.96800	No
684	ChensuXie	0.96800	No
685	nullpointer	0.96800	No
686	1dollarpizza	0.96800	No
687	JessieKao	0.96800	No
688	MengjiaoZhu	0.96800	No
689	Pete.Zhang	0.96800	No
690	hono63	0.96800	No
691	Legron	0.96800	No
692	Zac Kenton	0.96800	No
693	Joseph Simonian	0.96800	No
694	ApoorvAgarwal	0.96800	No
695	Shobhit Gupta	0.96800	No
696	ManikandanSwaminathan	0.96800	No
697	lruoran	0.96800	No
698	haataa	0.96800	No
699	XiaoDong	0.96800	No
700	EMdigitizer	0.96800	Yes
701	hannah	0.96800	No
702	yazsh	0.96800	No
703	Jadia	0.96800	No
704	DarrenYates	0.96800	No
705	echooo	0.96800	No
706	weixk	0.96800	No
707	JesseRoss	0.96800	No
708	PranavKumar	0.96800	No
709	Lucifer	0.96786	No
710	eric_d	0.96786	No
711	Maciej Twardowski	0.96786	No
712	Sashank Gondala	0.96786	No
713	Su Walt	0.96786	No
714	Erik Brorson	0.96771	No
715	austin sun	0.96771	No
716	ShaneGrosser	0.96771	No
717	{BertrandRussell}	0.96771	No
718	Sven 2	0.96771	No
719	AsifMohammed	0.96771	No
720	Yunfeng Wang	0.96771	No
721	Hackers	0.96757	No
722	DiamondToy	0.96757	No
723	Srinivas Baride	0.96757	No
724	末世大金矿	0.96757	No
725	maxwab	0.96757	No
726	ArtemZraev	0.96757	No
727	Jelmer	0.96757	No
728	kin yu	0.96757	No
729	我曾经被山河大海跨过	0.96743	No
730	leengsmile	0.96743	No
731	garnex	0.96743	No
732	ZhouBin	0.96743	No
733	RaghunathVP	0.96729	No
734	GBI A&T	0.96729	No
735	StefanOrr	0.96729	No
736	Emi Tanaka	0.96729	No
737	JamesDiotte	0.96714	No
738	GaurangRai	0.96714	No
739	GauravJoshi	0.96714	No
740	zttech	0.96714	No
741	think in learning	0.96714	No
742	bigdit	0.96714	No
743	jinyuerui	0.96714	No
744	z80nate	0.96714	No
745	TashinaGraves	0.96700	No
746	Álvaro Méndez Civieta	0.96700	No
747	on the way	0.96700	No
748	Cody Dean	0.96700	No
749	JayendraShinde	0.96700	No
750	Diego_Pablo_CT	0.96686	No
751	Frankchen	0.96686	No
752	xiaoxin	0.96686	No
753	SergejFomin	0.96671	No
754	llfccc	0.96671	No
755	Bhargav	0.96671	No
756	LiuChang	0.96671	No
757	shiyiming	0.96671	No
758	KouHonda	0.96671	No
759	tza_areh	0.96671	No
760	Bas0923	0.96657	No
761	Varun	0.96657	No
762	ACB	0.96657	No
763	Team Unicorns	0.96643	No
764	kosmonautas 2	0.96643	No
765	cg784101125	0.96643	No
766	Jokers	0.96643	No
767	Jack Li	0.96643	No
768	Becase	0.96643	No
769	S Guan	0.96643	No
770	Eidan Cohen	0.96629	No
771	SedaCavdaroglu	0.96629	No
772	MarkusLei22	0.96629	No
773	fabien chevallier	0.96629	No
774	古賀恭平	0.96629	No
775	Quantifier	0.96629	Yes
776	HuWenqiang	0.96629	No
777	darxan	0.96629	No
778	RedaAffane	0.96614	No
779	TraceTidwell	0.96614	No
780	UrfTheManatee	0.96614	No
781	timespace10	0.96614	No
782	YabinPing	0.96614	No
783	Apple	0.96614	No
784	AnisNouri	0.96614	No
785	dubiouscyborg	0.96614	No
786	milktea	0.96614	No
787	YuanchiMA	0.96614	No
788	Yukai Jiang	0.96614	No
789	LixinSu	0.96600	No
790	dkkk	0.96600	No
791	HanGuo	0.96600	No
792	will 3	0.96600	No
793	white_walkers_hq	0.96600	No
794	SpeedyXeon	0.96586	No
795	pakree	0.96586	No
796	RuthRowlands	0.96586	No
797	didi	0.96586	No
798	JeremieBou	0.96586	No
799	Utkarsh Jain	0.96586	No
800	JiaYuhua	0.96586	No
801	PhemyKadri	0.96586	No
802	Thanos 2	0.96586	No
803	GunjanPravinchandraPandya	0.96571	No
804	Yuvia	0.96571	No
805	tsuna-shun	0.96571	No
806	Chaitanya Sai Alaparthi	0.96571	No
807	ChiragGirdhar	0.96571	No
808	slow	0.96557	No
809	zuse	0.96557	No
810	AlbertoGasparin	0.96557	No
811	rmacey	0.96557	No
812	Javkhlan-Ochir Ganbat	0.96557	No
813	ShinodaC	0.96557	No
814	yuwang	0.96557	No
815	TracyCui	0.96557	No
816	wcolgan1	0.96543	No
817	xliu92	0.96543	No
818	Gaurav Singh 2	0.96543	No
819	sans	0.96529	No
820	Reyhaneheb	0.96529	No
821	BrandyBroadbent	0.96529	No
822	Li Hao	0.96529	No
823	zpengseu	0.96529	No
824	Sheng Yang	0.96514	No
825	Sagar Uprety	0.96514	No
826	Vijin K P	0.96514	No
827	wirack	0.96514	No
828	Sven Hofstede	0.96514	No
829	Chris+Gautam	0.96500	No
830	tom6981588	0.96500	No
831	yeerir	0.96500	No
832	dkicenan	0.96500	No
833	YongJip Kim	0.96500	No
834	yuerlong	0.96500	No
835	Arthur  2	0.96500	No
836	Anup Kumar	0.96500	No
837	Shaun the Sheep	0.96486	No
838	sunhai	0.96486	No
839	changliao	0.96486	No
840	y_meguro	0.96486	No
841	Alexander Zerbe	0.96471	No
842	sunsy	0.96471	No
843	NurzatRRakhman	0.96471	No
844	janfischer	0.96471	No
845	Alex Lee	0.96457	No
846	Trent Cai	0.96457	No
847	tveek	0.96457	No
848	yijunsu	0.96457	No
849	ParthaMishra	0.96457	No
850	PRB	0.96457	No
851	JessieLi	0.96443	No
852	DanAllen	0.96443	No
853	RavI Ponmalai	0.96443	No
854	longhuanglong	0.96443	No
855	Jessie Li	0.96443	No
856	Bhuvaneshwaran	0.96443	No
