Rank	Team	Score	IITD_Students
153	Yuichi Iwanami	0.99129	No
154	PaulBain	0.99114	No
155	rongmm	0.99114	No
156	ishan12345	0.99114	No
157	IshanSodhi	0.99114	No
158	Jakub Svehla	0.99114	No
159	uomcse_efinix	0.99114	No
160	callofdutyops	0.99114	No
161	pengchengluo	0.99100	No
162	SayaliShirode	0.99100	No
163	star	0.99100	No
164	Nikita Verkhovin	0.99100	No
165	MichaelWang	0.99100	No
166	LookingForEntryLevelJob	0.99100	No
167	Mokii	0.99100	No
168	T123	0.99100	No
169	Tenshi Kanade	0.99100	No
170	minng	0.99086	No
171	Han-Zhou Wu	0.99086	No
172	Travis White	0.99086	No
173	Jordan Webster	0.99086	No
174	Dixon	0.99086	No
175	by_yzp	0.99086	No
176	Björn Lunt	0.99086	No
177	Dmytro Tkanov	0.99086	No
178	DzmitryKishylau	0.99071	No
179	Piotr Giedziun	0.99071	No
180	simplebest	0.99071	No
181	freed err	0.99071	No
182	JackDS	0.99057	No
183	DongwonShin	0.99057	No
184	Wolf-Guido Bolick	0.99057	No
185	civic_Z.Y.Z	0.99057	No
186	SeshuKumar	0.99057	No
187	AyushSharma	0.99057	No
188	hal9zillion	0.99057	No
189	sxie	0.99043	No
190	Chris Swierczewski	0.99043	No
191	jared colbert	0.99029	No
192	nickgu	0.99029	No
193	IvanSosnovik	0.99029	No
194	songzy12	0.99029	No
195	JaviWaitzel	0.99029	No
196	MartinHoráček	0.99029	No
197	SidN	0.99029	No
198	ФилиппБочаров	0.99029	No
199	YuRayLi	0.99014	No
200	Damodar	0.99014	No
201	JGuillaumin	0.99014	No
202	learner123	0.99014	No
203	zhangzhang	0.99014	No
204	SoumithRaj	0.99000	No
205	david chang	0.99000	No
206	eginardo	0.99000	No
207	Aleksandr Savochkin	0.99000	No
208	ОльгаКонкина	0.99000	No
209	Bartosz Prusinowski	0.99000	No
210	sunny0o0	0.99000	No
211	Mathan	0.99000	No
212	luyawen	0.98986	No
213	LavishYadav	0.98986	No
214	xiaoxuliang	0.98986	No
215	xingxinghanzi	0.98986	No
216	Vishwanath Sangale	0.98971	No
217	ztervic	0.98971	No
218	Shijian Su	0.98971	No
219	Bojan Tunguz	0.98971	No
220	axon	0.98971	No
221	Rafael Reis	0.98957	No
222	GustavoMA	0.98957	No
223	Bobfan	0.98957	No
224	ADmitri	0.98943	No
225	hysic	0.98943	No
226	rahenri	0.98943	No
227	B.C.	0.98943	No
228	echo88	0.98943	No
229	Yury Kozyrev	0.98943	No
230	ZHU Henghui	0.98929	No
231	Paul Mongkud	0.98929	No
232	TaegyunJeon	0.98929	No
233	cashew	0.98929	No
234	Ekaterina	0.98929	No
235	Ken du	0.98929	No
236	Ping Ng	0.98929	No
237	AlexanderPozharskii	0.98929	No
238	mapShuffleReduce	0.98914	No
239	Ievgen	0.98900	No
240	AIM94	0.98900	No
241	Nestor D.	0.98900	No
242	ziru	0.98900	No
243	SaurabhNaik	0.98900	No
244	Tayari	0.98871	No
245	anantzoid	0.98871	No
246	Alex Mitrevski	0.98857	No
247	MohamedRahmouni	0.98857	No
248	MohanNikam	0.98857	No
249	BagOfWords	0.98843	No
250	Melanie	0.98843	No
251	skyfengye741	0.98843	No
252	DisplayName	0.98829	No
253	artemZholus	0.98829	No
254	YuzhouSong	0.98786	No
255	Alvaro João	0.98786	No
256	arbalan	0.98786	No
257	ShihaoZhang	0.98743	No
258	RohitApte	0.98743	No
259	sourish	0.98729	No
260	mathias	0.98729	No
261	Jianyang Zhao	0.98729	No
262	Leon Chow	0.98714	No
263	Benjamin Derville	0.98714	No
264	Shmuma	0.98714	No
265	drcdh	0.98700	No
266	onhanik	0.98700	No
267	K.I.	0.98700	No
268	XIMO	0.98686	No
269	the_jack	0.98686	No
270	Oleg Dobkin	0.98671	No
271	Guillaume COTER	0.98671	No
272	PashaAdamenko	0.98657	No
273	abhiram singh	0.98657	No
274	Jorge Del Val Santos	0.98643	No
275	Oscar Friberg	0.98643	No
276	VasudevSingh	0.98643	No
277	Dong-heeNa	0.98629	No
278	Adit Deshpande	0.98629	No
279	Illidan7	0.98614	No
280	STACers	0.98614	No
281	Sylvain	0.98614	No
282	xinghedyc	0.98614	No
283	utobe67	0.98614	No
284	xmfbit	0.98600	No
285	SANGGIHONG	0.98571	No
286	Winson Waisakurnia	0.98571	No
287	Nils 2	0.98571	No
288	Hison	0.98557	No
289	c_ozbek	0.98543	No
290	Michał Stolarczyk	0.98543	No
291	AzamatbekAkhmedov	0.98529	No
292	Ronald Yang	0.98529	No
293	Jirapol Songvuti	0.98514	No
294	buckthoothsir	0.98500	No
295	josdorpjossie	0.98500	No
296	Jan Lehnhäuser	0.98486	No
297	kobex	0.98486	No
298	tyd2lx	0.98486	No
299	Splashblue	0.98486	No
300	aidan	0.98486	No
301	Ander	0.98471	No
302	Gerben	0.98471	No
303	inferoscope	0.98471	No
304	pomoke	0.98457	No
305	raulbryant	0.98457	No
306	dominik31415	0.98457	No
307	CrazyVegetable	0.98429	No
308	Human Analog	0.98429	No
309	chubakur	0.98429	No
310	ArsenalByr	0.98429	No
311	Beltegeuse	0.98414	No
312	Aamir Goriawala, Kalyanee Chendke, Rohit Date	0.98414	No
313	Anshulvyas	0.98400	No
314	eli2063	0.98386	No
315	KolegaSuper	0.98371	No
316	Ploy Temiyasathit	0.98371	No
317	KitipongSirirueangsakul	0.98371	No
318	alessio	0.98371	No
319	Hyunwoo Jung	0.98371	No
320	Tuan Nguyen	0.98343	No
321	AlexeyKozhevin	0.98314	No
322	AlexGuo	0.98314	No
323	ganfoubudalian	0.98300	No
324	DFridman	0.98300	No
325	Nguyễn Lương An Phú	0.98300	No
326	zshiki	0.98271	No
327	ahans	0.98271	No
328	Jimmy Xiang	0.98243	No
329	ChaoJi	0.98243	No
330	zxhy	0.98243	No
331	danaugrs	0.98243	No
332	MingFeiLiang	0.98243	No
333	T. Niyomkarn	0.98243	No
334	AndreaRufini	0.98243	No
335	seu1tyz	0.98243	No
336	Gavin 2	0.98229	No
337	Mayank Kumar 2	0.98229	No
338	GuodongShen	0.98229	No
339	Peter 6	0.98229	No
340	RahulChawla	0.98229	No
341	phils 2	0.98229	No
342	Chengwei Huang	0.98229	No
343	Lovekesh Garg	0.98229	No
344	kaihua	0.98229	No
345	haoxigua	0.98229	No
346	enjoYB	0.98229	No
347	on the way	0.98229	No
348	Compound	0.98229	No
349	toxu	0.98229	No
350	alui22	0.98229	No
351	MohammadSaifee	0.98229	No
352	ankita_sinha	0.98229	No
353	zhuangxu	0.98214	No
354	churandy	0.98214	No
355	PeSsenger	0.98200	No
356	RuobingWang	0.98200	No
357	wangwanpeng	0.98200	No
358	МөнхбаатарЭнхбаатар	0.98200	No
359	smallFish	0.98200	No
360	NguyễnDuy	0.98171	No
361	SikaiWang	0.98171	No
362	RickXie	0.98157	No
363	mangoyuan	0.98157	No
364	Shao Yen Hung	0.98157	No
365	Nico 3	0.98143	No
366	Gary Hess	0.98129	No
367	fzhurd	0.98129	No
368	Veena K	0.98100	No
369	Justin Luther	0.98086	No
370	Bogdan Kirilenko	0.98086	No
371	Peterj	0.98086	No
372	CarolineWang	0.98071	No
373	chu_cs_nmsu	0.98071	No
374	Earth!	0.98071	No
375	CongWang	0.98071	No
376	ИльяШапилов	0.98057	No
377	jaadler	0.98043	No
378	linalu	0.98014	No
379	Frank Le	0.98000	No
380	mi7ky	0.97971	No
381	weilianghe	0.97971	No
382	Nikita Vasilev	0.97957	No
383	Tu Thai	0.97957	No
384	Tachibana Kanade	0.97957	No
385	wangtao	0.97957	No
386	Mihail Burduja	0.97943	No
387	Deepin	0.97943	No
388	Alexander Anokhin	0.97914	No
389	queena	0.97900	No
390	WaiMunLek	0.97886	No
391	Chathurika	0.97886	No
392	Aleksandr Gorovoi	0.97886	No
393	jiangxiaozhou	0.97886	No
394	KittyPryde	0.97886	No
395	jasonzhang	0.97886	No
396	EdLevinson	0.97886	No
397	SandiMikus	0.97871	No
398	Prabhudatta Das	0.97871	No
399	Evgeniy Malishev	0.97871	No
400	gozky	0.97857	No
401	match man	0.97857	No
402	AlKhwarizmi	0.97857	No
403	gpvg	0.97857	No
404	Manvel	0.97857	No
405	MikeChen	0.97829	No
406	lilen	0.97829	No
407	LATTE	0.97814	No
408	sappyprg	0.97814	No
409	yifan_xu	0.97800	No
410	Lucas V. Oliveira	0.97800	No
411	EktaGujral	0.97800	No
412	lilili	0.97800	No
413	purple	0.97800	No
414	smithfleet	0.97800	No
415	Dmitriy Batogov	0.97800	No
416	jiangpanonly1	0.97800	No
417	Tsvetkov Igor	0.97786	No
418	Dagoth	0.97786	No
419	ankit4all	0.97786	No
420	Kostiantyn Isaienkov	0.97786	No
421	NanChen	0.97786	No
422	Hao Wu	0.97757	No
423	Rodolfo Lourenzutti	0.97757	No
424	blue_choc	0.97743	No
425	dongdong	0.97743	No
426	robertopellegrini	0.97743	No
427	RohanRaj	0.97729	No
428	arash	0.97729	No
429	Alaa Awad	0.97700	No
430	Maidenhead4	0.97700	No
431	SaiAdityaGauravVaranasi	0.97700	No
432	Seunghee Lee	0.97700	No
433	CollinErickson	0.97700	No
434	Michael Davis	0.97686	No
435	n_ken	0.97629	No
436	Tea Jin Jang	0.97614	No
437	onefeat	0.97614	No
438	Loup-SinhRouan	0.97600	No
439	Shahrukhkhan	0.97600	No
440	JesseL	0.97600	No
441	Vape Naysh	0.97586	No
442	ISaber	0.97586	No
443	David@THM	0.97586	No
444	Duck_Riot	0.97586	No
445	FengyaoZHOU	0.97557	No
446	ben xu	0.97557	No
447	Bradley Strong	0.97557	No
448	mikr	0.97543	No
449	ReiiNakano	0.97543	No
450	AmberMcKenzie	0.97543	No
451	Nias	0.97543	No
452	AchalAgrawal	0.97514	No
453	Stone 2	0.97500	No
454	xiaohui123	0.97486	No
455	tmullayanov	0.97486	No
456	Ed Brown	0.97457	No
457	FlaviuToader	0.97443	No
458	Naveen 2	0.97443	No
459	shaohao	0.97443	No
460	DennisSchönhof	0.97414	No
461	MatiTangkieatgumjai	0.97414	No
462	GGXH	0.97400	No
463	zheng	0.97386	No
464	hugematrix	0.97371	No
465	ChetanGupta	0.97357	No
466	VikramVimal	0.97357	No
467	VadimSychev	0.97343	No
468	bencxs	0.97343	No
469	Tony & Yiwei	0.97329	No
470	Beginner	0.97314	No
471	Domingos Lopes	0.97314	No
472	Ramakrishna Poojari	0.97314	No
473	Anna Rozhkova	0.97300	No
474	Kevin_Ho	0.97300	No
475	wangqihui	0.97286	No
476	ludovic.thea	0.97286	No
477	leo cardoso	0.97286	No
478	EnzoC	0.97286	No
479	xiao22	0.97286	No
480	MartínSantos	0.97286	No
481	jnulzl	0.97286	No
482	Marina	0.97271	No
483	sins	0.97271	No
484	gr8R	0.97257	No
485	Joshua Rose	0.97229	No
486	Gim_7	0.97229	No
487	Tracholar Zuo	0.97214	No
488	bandiangou	0.97214	No
489	MinghaoWu	0.97200	No
490	Jian Liu	0.97200	No
491	Betty Schirrmeister	0.97200	No
492	Javier Gutierrez	0.97200	No
493	gzgzgz	0.97186	No
494	nickyang	0.97186	No
495	Radha	0.97186	No
496	ZaiyongZhang	0.97186	No
497	spideR_man	0.97171	No
498	TrueNorth	0.97171	No
499	tetyama	0.97171	No
500	**__	0.97171	No
501	Ashley Jacob Ross	0.97157	No
502	fatboy	0.97157	No
503	GauthamKumaran	0.97143	No
504	Willy	0.97143	No
505	successfan	0.97143	No
506	David Dalisay	0.97143	No
507	AlexanderNikolaev	0.97129	No
508	Tom Dörr	0.97129	No
509	Prasad Godbole.	0.97114	No
510	yangkang	0.97114	No
511	TanguyBretagne	0.97114	No
512	BoGao	0.97114	No
513	Mukesh Kumar	0.97114	No
514	michaelhoffmann	0.97114	No
515	R&L	0.97114	No
516	nateRiver	0.97114	No
517	Hatseflats	0.97114	No
518	Ilya Kheifets	0.97114	No
519	SAASTN	0.97114	No
520	JohnCheng	0.97086	No
521	Chason	0.97071	No
522	Jeff 2	0.97071	No
523	Juggy	0.97057	No
524	Alexey Ivanov	0.97057	No
525	suosssss	0.97043	No
526	RevThat	0.97043	No
527	XingJun	0.97029	No
528	CelsoF.AraujoF.	0.97029	No
529	TrevorNell	0.97029	No
530	Andrey  Vladimirovich	0.97029	No
531	Kasei	0.97014	No
532	sisyphus	0.97000	No
533	程小真	0.96971	No
534	JonathanLou	0.96971	No
535	Orlando	0.96971	No
536	rivasj	0.96957	No
537	straw_man	0.96943	No
538	Nick Malotin	0.96943	No
539	hira	0.96943	No
540	VincentCabeli	0.96943	No
541	Dreamcatcher	0.96929	No
542	pickou	0.96929	No
543	sid.xiong	0.96929	No
544	fedezarf	0.96929	No
545	CT_BALY_ESSES	0.96929	No
546	Lannie Miao	0.96929	No
547	weiming	0.96929	No
548	arpitutsav	0.96929	No
549	Andrew + Rishav	0.96929	No
550	JohnFarrell	0.96929	No
551	CanePunma	0.96929	No
552	UjjwalPeshin	0.96914	No
553	Aris Fergadis	0.96900	No
554	Thomas Doyle	0.96900	No
555	Jaldeep A	0.96900	No
556	Ambresh	0.96900	No
557	DoubleWomen	0.96886	No
558	RanGodrich	0.96886	No
559	ShravanKumar	0.96886	No
560	Howard Chen	0.96871	No
561	Gabriel Ruttner	0.96871	No
562	RahulChatterjee	0.96871	No
563	Paul Lombardi	0.96871	No
564	EricChien	0.96871	No
565	rodge	0.96871	No
566	DmitriiSergeev	0.96871	No
567	亓了个葩ustc	0.96871	No
568	dzkang2011	0.96857	No
569	zhenbin	0.96857	No
570	Daniel Vacca	0.96857	No
571	Ambimanus	0.96857	No
572	o_juli_o	0.96857	No
573	Rhostam	0.96857	No
574	Krybaby_7_9	0.96857	No
575	jack_Gan	0.96857	No
576	Evan Kesten	0.96857	No
577	zl557 and bl657	0.96857	No
578	Constantin	0.96857	No
579	NoelAlexander	0.96857	No
580	Linna&Lydia	0.96857	No
581	ywllyht	0.96857	No
582	FUPM	0.96857	No
583	nkocyigit	0.96857	No
584	Team GG	0.96857	Yes
585	cape101	0.96857	No
586	algorithmica1	0.96843	No
587	NizhaShree	0.96843	No
588	fishface	0.96829	No
589	Vishwadeep Gautam	0.96829	No
590	chh931118	0.96829	No
591	luhaifeng	0.96829	No
592	loveqingbao	0.96814	No
593	Edans Sandes	0.96814	No
594	andheroe	0.96814	No
595	jfz2004	0.96814	No
596	João Duro	0.96800	No
597	LaLaLaDemarcia	0.96800	No
598	Daoxun	0.96800	No
599	chuanqi129	0.96800	No
600	Pierre Aumjaud	0.96800	No
601	zhangjunphy	0.96800	No
602	Yuna.qiu	0.96800	No
603	sel3aa	0.96800	No
604	JohnCache	0.96800	No
605	Elsa	0.96800	No
606	ZdJiang	0.96800	No
607	Francesco 3	0.96800	No
608	Jersyliu	0.96800	No
609	WujingYao	0.96800	No
610	RTrom	0.96800	No
611	YatingZhan	0.96800	No
612	ChensuXie	0.96800	No
613	nullpointer	0.96800	No
614	1dollarpizza	0.96800	No
615	JessieKao	0.96800	No
616	MengjiaoZhu	0.96800	No
617	Pete.Zhang	0.96800	No
618	hono63	0.96800	No
619	Legron	0.96800	No
620	Zac Kenton	0.96800	No
621	Joseph Simonian	0.96800	No
622	ApoorvAgarwal	0.96800	No
623	BielM	0.96800	No
624	Shobhit Gupta	0.96800	No
625	ManikandanSwaminathan	0.96800	No
626	lruoran	0.96800	No
627	FabAnalytics	0.96786	No
628	Isaac 2	0.96786	No
629	Lucifer	0.96786	No
630	eric_d	0.96786	No
631	Madhav	0.96771	No
632	ZHOUJUNJUN	0.96771	No
633	Team Unicorns	0.96771	No
634	JaneSom	0.96771	No
635	Erik Brorson	0.96771	No
636	austin sun	0.96771	No
637	InomMirzaev	0.96757	No
638	Salami91280	0.96757	No
639	Hackers	0.96757	No
640	InomMirzaev 2	0.96757	No
641	DiamondToy	0.96757	No
642	Srinivas Baride	0.96757	No
643	末世大金矿	0.96757	No
644	ИванВадимовичМахотин	0.96757	No
645	maxwab	0.96757	No
646	newCode	0.96743	No
647	Sonali Chawla	0.96743	No
648	我曾经被山河大海跨过	0.96743	No
649	leengsmile	0.96743	No
650	Chandrasekhar	0.96729	No
651	disnop	0.96729	No
652	RaghunathVP	0.96729	No
653	Landry Ghislandry	0.96714	No
654	Erman Sefer	0.96714	No
655	waskita adijarto	0.96714	No
656	JamesDiotte	0.96714	No
657	GaurangRai	0.96714	No
658	GauravJoshi	0.96714	No
659	zttech	0.96714	No
660	Matteo	0.96700	No
661	mooncake	0.96700	No
662	TashinaGraves	0.96700	No
663	XinzuoWang	0.96686	No
664	Amirpasha	0.96686	No
665	Vinay K	0.96686	No
666	Diego_Pablo_CT	0.96686	No
667	SergejFomin	0.96671	No
668	llfccc	0.96671	No
669	ann_hp	0.96657	No
670	Akshita	0.96657	No
671	AbdurRahman	0.96657	No
672	Bas0923	0.96657	No
673	Varun	0.96657	No
674	ilopezfr	0.96643	No
675	RikuArakawa	0.96643	No
676	kosmonautas 2	0.96643	No
677	cg784101125	0.96643	No
678	Jokers	0.96643	No
679	sysubeing	0.96629	No
680	boojinks	0.96629	No
681	Tanner Dye	0.96629	No
682	Eidan Cohen	0.96629	No
683	SedaCavdaroglu	0.96629	No
684	MarkusLei22	0.96629	No
685	crwang	0.96614	No
686	Foobar	0.96614	No
687	RedaAffane	0.96614	No
688	TraceTidwell	0.96614	No
689	UrfTheManatee	0.96614	No
690	timespace10	0.96614	No
691	YabinPing	0.96614	No
692	Apple	0.96614	No
693	AnisNouri	0.96614	No
694	prateek6991	0.96600	No
695	Gregory LEGOFF	0.96600	No
696	douuubt	0.96600	No
697	longcd	0.96600	No
698	LixinSu	0.96600	No
699	vitaminsd	0.96586	No
700	Lola S Gardner	0.96586	No
701	Kent Johnson	0.96586	No
702	Diego Pereira	0.96586	No
703	SpeedyXeon	0.96586	No
704	pakree	0.96586	No
705	RuthRowlands	0.96586	No
706	Lucie	0.96571	No
707	AndreaBattistello	0.96571	No
708	Webhunter	0.96571	No
709	sirius 2	0.96571	No
710	Larkin	0.96571	No
711	ecolvin	0.96571	No
712	GunjanPravinchandraPandya	0.96571	No
713	JinHao	0.96571	No
714	TejaYagni	0.96557	No
715	fengyunflya	0.96557	No
716	Nick Styles	0.96557	No
717	edrush81	0.96557	No
718	BananuhBeatDown	0.96557	No
719	slow	0.96557	No
720	zuse	0.96557	No
721	Vaishnavi	0.96543	No
722	wcolgan1	0.96543	No
723	xliu92	0.96543	No
724	sans	0.96529	No
725	Tapan	0.96514	No
726	Andrey Tatarinov	0.96514	No
727	QINGYI	0.96514	No
728	KouHonda	0.96514	No
729	ColinLee	0.96514	No
730	Sheng Yang	0.96514	No
731	Sagar Uprety	0.96514	No
732	Vijin K P	0.96514	No
733	Karthik Gotham	0.96500	No
734	Ajit Barik	0.96500	No
735	BazylReinstein	0.96500	No
736	tobe	0.96500	No
737	Chris+Gautam	0.96500	No
738	tom6981588	0.96500	No
739	mattlewissf	0.96486	No
740	Charily	0.96486	No
741	zwjreal	0.96486	No
742	Stan 3	0.96486	No
743	arthur lauga	0.96471	No
744	Alexander Zerbe	0.96471	No
745	sunsy	0.96471	No
746	NurzatRRakhman	0.96471	No
747	larry1994	0.96457	No
748	Sanoop	0.96457	No
749	Bricoleur	0.96457	No
750	wangdingding	0.96457	No
751	Alex Lee	0.96457	No
752	Trent Cai	0.96457	No
753	tveek	0.96457	No
754	AtlasYu	0.96443	No
755	JessieLi	0.96443	No
756	DanAllen	0.96443	No
757	RavI Ponmalai	0.96443	No
758	longhuanglong	0.96443	No
759	Jessie Li	0.96443	No
760	Bhuvaneshwaran	0.96443	No
761	block	0.96443	No
762	EMdigitizer	0.96443	Yes
763	pratikdevikar	0.96429	No
764	Arnab	0.96429	No
765	Magicyu	0.96429	No
766	CoMartel	0.96429	No
767	AndreyBozhko	0.96429	No
768	RobinNicole	0.96429	No
769	hugo 3	0.96400	No
770	shenshanmiaoke	0.96400	No
771	dragon 2	0.96400	No
772	JiaDe	0.96400	No
773	Long Yang	0.96400	No
774	zyl123	0.96400	No
775	KeithSelover	0.96400	No
776	PiemonSparrow	0.96400	No
777	selfmaker001	0.96400	No
778	prince谢晓峰	0.96400	No
779	PatrickLiu	0.96400	No
780	Dillon	0.96400	No
781	MnsterLu	0.96400	No
782	wxlmessi	0.96400	No
783	heimingx	0.96400	No
784	Luc	0.96400	No
785	lmy0412	0.96400	No
786	Nann	0.96386	No
787	TJ Gilbrough	0.96371	No
788	Igor Prusov	0.96371	No
789	Nazly Sabbour	0.96371	No
790	Damian Sour	0.96357	No
791	PraveenKrishnan	0.96343	No
792	LamIvan	0.96343	No
793	ross_geller	0.96343	No
794	mathdoc19	0.96343	No
795	kama11	0.96343	No
796	ZekkoX	0.96343	No
797	Justin 2	0.96329	No
798	ArshjotKhehra	0.96329	No
799	Piotr Carlos P.	0.96329	No
800	estenhl	0.96314	No
801	Tahar	0.96314	No
802	Vladislav Vorotilov	0.96286	No
803	VaibhavChauhan	0.96286	No
804	Never_Sepulveda	0.96286	No
805	Chetan Madhok	0.96286	No
806	Christopher Whidden	0.96271	No
807	Rohit 2	0.96271	No
808	Chenhui Hu	0.96257	No
809	{BertrandRussell}	0.96243	No
810	ak2	0.96229	No
811	Fdemir	0.96214	No
812	merghaney mohammed	0.96200	No
813	lucasn	0.96200	No
814	Frezki	0.96186	No
815	izktmys	0.96171	No
816	Himanshu Gupta	0.96171	No
817	TheKannanator	0.96157	No
818	Haifeng	0.96157	No
819	lvyh	0.96157	No
820	Sunny 3	0.96143	No
821	NiteshVijay	0.96114	No
822	LeLinhNguyen	0.96114	No
823	Fans C	0.96114	No
824	Devinder Saini	0.96100	No
825	happycat	0.96086	No
826	IssaTingzon	0.96086	No
827	Ruzeil	0.96057	No
828	Andrey 3	0.96043	No
829	KJ+Greg_CT	0.96043	No
830	KerD	0.96029	No
831	ogechi	0.96029	No
832	pandeyiyer	0.96014	No
833	christian_b	0.96000	No
834	valkyrija	0.95986	No
835	Yuze Huang	0.95986	No
836	ParvezRafi	0.95986	No
837	Alexandr Igumnov	0.95971	No
838	Nataliya Peshekhodko	0.95971	No
839	NelsonMok	0.95957	No
840	Bhargav	0.95929	No
841	zzzhu	0.95914	No
842	TyasKusumaHandayani	0.95914	No
843	楠辉小仔	0.95914	No
844	Jiteshshah	0.95900	No
845	Scott Marcus	0.95886	No
846	Zhu XueLin	0.95886	No
847	Zuyue	0.95886	No
848	Tethysis	0.95871	No
849	Noah Schwartz	0.95857	No
850	veeteque	0.95829	No
851	Alexandra Teste	0.95814	No
852	Nobuyuki Kawagashira	0.95800	No
853	ShahilAhamed	0.95771	No
854	Sumit	0.95771	No
855	NeilDewart	0.95757	No
856	Mark Diamond	0.95743	No
857	Mohana Sai	0.95671	No
