Rank	Team	Score	IITD_Students
141	Travis White	0.9908600000000001	No
142	by_yzp	0.9908600000000001	No
143	Han-Zhou Wu	0.9908600000000001	No
144	simplebest	0.9907100000000001	No
145	freed err	0.9907100000000001	No
146	Piotr Giedziun	0.9907100000000001	No
147	civic_Z.Y.Z	0.9905700000000001	No
148	SeshuKumar	0.9905700000000001	No
149	DongwonShin	0.9905700000000001	No
150	JackDS	0.9905700000000001	No
151	Wolf-Guido Bolick	0.9905700000000001	No
152	AyushSharma	0.990484	No
153	sxie	0.9904299999999999	No
154	Chris Swierczewski	0.9904299999999999	No
155	songzy12	0.9902900000000001	No
156	nickgu	0.9902900000000001	No
157	IvanSosnovik	0.9902900000000001	No
158	JaviWaitzel	0.9902900000000001	No
159	MartinHoráček	0.9902900000000001	No
160	T123	0.9902579999999999	No
161	Patrick Fichou	0.9902019999999999	No
162	learner123	0.9901399999999999	No
163	YuRayLi	0.9901399999999999	No
164	Damodar	0.9901399999999999	No
165	zhangzhang	0.9901399999999999	No
166	JGuillaumin	0.9901399999999999	No
167	B.C.	0.990116	No
168	sunny0o0	0.99	No
169	Aleksandr Savochkin	0.99	No
170	ОльгаКонкина	0.99	No
171	Bartosz Prusinowski	0.99	No
172	eginardo	0.99	No
173	xiaoxuliang	0.9898600000000001	No
174	LavishYadav	0.9898600000000001	No
175	Shijian Su	0.9897100000000001	No
176	ztervic	0.9897100000000001	No
177	Vishwanath Sangale	0.9897100000000001	No
178	Bojan Tunguz	0.9897100000000001	No
179	GustavoMA	0.9895700000000001	No
180	Bobfan	0.9895700000000001	No
181	echo88	0.9895419999999999	No
182	axon	0.9895100000000001	No
183	rahenri	0.9894299999999999	No
184	hysic	0.9894299999999999	No
185	ADmitri	0.9894299999999999	No
186	SidN	0.9893180000000001	No
187	cashew	0.98929	No
188	Paul Mongkud	0.98929	No
189	Ekaterina	0.98929	No
190	TaegyunJeon	0.98929	No
191	AlexanderPozharskii	0.98929	No
192	Ken du	0.98929	No
193	Carlos H. Villa Pinto	0.989198	No
194	mapShuffleReduce	0.9891399999999999	No
195	Christian Salvatore	0.989028	No
196	Nestor D.	0.989	No
197	AIM94	0.989	No
198	SaurabhNaik	0.989	No
199	ziru	0.989	No
200	MohanNikam	0.9889700000000001	No
201	Tayari	0.9887100000000002	No
202	MohamedRahmouni	0.98857	No
203	Alex Mitrevski	0.98857	No
204	skyfengye741	0.9884299999999999	No
205	Melanie	0.9884299999999999	No
206	BagOfWords	0.9884299999999999	No
207	DisplayName	0.98829	No
208	YuzhouSong	0.9878600000000002	No
209	Alvaro João	0.9878600000000002	No
210	ShihaoZhang	0.98743	No
211	mathias	0.98729	No
212	Jianyang Zhao	0.98729	No
213	Benjamin Derville	0.9871399999999999	No
214	Shmuma	0.9871399999999999	No
215	Leon Chow	0.9871399999999999	No
216	onhanik	0.987	No
217	drcdh	0.987	No
218	XIMO	0.9868600000000001	No
219	the_jack	0.9868600000000001	No
220	Guillaume COTER	0.9867100000000001	No
221	weiyus	0.98666	No
222	PashaAdamenko	0.9865700000000001	No
223	Oscar Friberg	0.9864299999999999	No
224	Tenshi Kanade	0.9863719999999998	No
225	luyawen	0.9863460000000001	No
226	Adit Deshpande	0.9862899999999999	No
227	Illidan7	0.98614	No
228	Sylvain	0.98614	No
229	xinghedyc	0.98614	No
230	STACers	0.98614	No
231	xmfbit	0.986	No
232	Lucas 2	0.985796	No
233	SANGGIHONG	0.9857100000000001	No
234	Winson Waisakurnia	0.9857100000000001	No
235	Nils 2	0.9857100000000001	No
236	Hison	0.9855700000000001	No
237	c_ozbek	0.9854299999999999	No
238	Jirapol Songvuti	0.98514	No
239	buckthoothsir	0.9850000000000001	No
240	ФилиппБочаров	0.984974	No
241	josdorpjossie	0.9849720000000002	No
242	Jan Lehnhäuser	0.9848600000000001	No
243	Splashblue	0.9848600000000001	No
244	kobex	0.9848600000000001	No
245	tyd2lx	0.9848600000000001	No
246	inferoscope	0.98471	No
247	Gerben	0.98471	No
248	dominik31415	0.9845700000000001	No
249	raulbryant	0.9845700000000001	No
250	pomoke	0.9845700000000001	No
251	Hyunwoo Jung	0.9843980000000001	No
252	chubakur	0.98429	No
253	Human Analog	0.98429	No
254	Aamir Goriawala, Kalyanee Chendke, Rohit Date	0.98414	No
255	Michał Stolarczyk	0.9840579999999999	No
256	Anshulvyas	0.984	No
257	Ploy Temiyasathit	0.9837100000000001	No
258	KolegaSuper	0.9837100000000001	No
259	KitipongSirirueangsakul	0.9837100000000001	No
260	alessio	0.9837100000000001	No
261	Tuan Nguyen	0.9834299999999998	No
262	DFridman	0.983	No
263	Nguyễn Lương An Phú	0.982972	No
264	zshiki	0.9827100000000001	No
265	AndreaRufini	0.9824299999999999	No
266	danaugrs	0.9824299999999999	No
267	T. Niyomkarn	0.9824299999999999	No
268	zxhy	0.9824299999999999	No
269	MingFeiLiang	0.9824299999999999	No
270	arbalan	0.9823460000000002	No
271	kaihua	0.98229	No
272	enjoYB	0.98229	No
273	Chengwei Huang	0.98229	No
274	Peter 6	0.98229	No
275	toxu	0.98229	No
276	Compound	0.98229	No
277	on the way	0.98229	No
278	GuodongShen	0.98229	No
279	phils 2	0.98229	No
280	alui22	0.98229	No
281	RahulChawla	0.98229	No
282	Lovekesh Garg	0.98229	No
283	haoxigua	0.98229	No
284	churandy	0.98214	No
285	zhuangxu	0.98214	No
286	wangwanpeng	0.982	No
287	PeSsenger	0.982	No
288	RuobingWang	0.982	No
289	xingxinghanzi	0.9818880000000001	No
290	artemZholus	0.9817180000000001	No
291	SikaiWang	0.9817100000000001	No
292	Shao Yen Hung	0.98157	No
293	RickXie	0.98157	No
294	mangoyuan	0.98157	No
295	Gary Hess	0.98129	No
296	fzhurd	0.98129	No
297	Veena K	0.9811159999999999	No
298	NguyễnDuy	0.9807400000000001	No
299	CongWang	0.9807100000000001	No
300	Earth!	0.9807100000000001	No
301	chu_cs_nmsu	0.9807100000000001	No
302	ИльяШапилов	0.98057	No
303	VasudevSingh	0.980486	No
304	jaadler	0.9804299999999999	No
305	linalu	0.98014	No
306	Frank Le	0.98	No
307	mi7ky	0.9797100000000001	No
308	Tu Thai	0.97957	No
309	Tachibana Kanade	0.97957	No
310	Nikita Vasilev	0.97957	No
311	Mihail Burduja	0.9794299999999999	No
312	Deepin	0.9794299999999999	No
313	Team GG	0.979258	Yes
314	Alexander Anokhin	0.97914	No
315	queena	0.979	No
316	Aleksandr Gorovoi	0.9788600000000001	No
317	jasonzhang	0.9788600000000001	No
318	jiangxiaozhou	0.9788600000000001	No
319	KittyPryde	0.9788600000000001	No
320	WaiMunLek	0.9788600000000001	No
321	Chathurika	0.9788600000000001	No
322	SandiMikus	0.9787100000000002	No
323	Prabhudatta Das	0.9787100000000002	No
324	AlKhwarizmi	0.9785699999999999	No
325	match man	0.9785699999999999	No
326	gozky	0.9785699999999999	No
327	MikeChen	0.97829	No
328	lilen	0.97829	No
329	David@THM	0.978202	No
330	LATTE	0.97814	No
331	sappyprg	0.97814	No
332	Dmitriy Batogov	0.978	No
333	jiangpanonly1	0.978	No
334	EktaGujral	0.978	No
335	Lucas V. Oliveira	0.978	No
336	lilili	0.978	No
337	yifan_xu	0.978	No
338	purple	0.978	No
339	smithfleet	0.978	No
340	ankit4all	0.9778600000000002	No
341	NanChen	0.9778600000000002	No
342	Kostiantyn Isaienkov	0.9778600000000002	No
343	Rodolfo Lourenzutti	0.97757	No
344	Hao Wu	0.97757	No
345	Bogdan Kirilenko	0.9775419999999999	No
346	blue_choc	0.97743	No
347	dongdong	0.97743	No
348	RohanRaj	0.97729	No
349	arash	0.97729	No
350	Alaa Awad	0.977	No
351	Maidenhead4	0.977	No
352	SaiAdityaGauravVaranasi	0.977	No
353	Michael Davis	0.9768600000000001	No
354	gpvg	0.9766839999999999	No
355	n_ken	0.9762899999999999	No
356	Tea Jin Jang	0.97614	No
357	onefeat	0.97614	No
358	JesseL	0.976	No
359	Shahrukhkhan	0.976	No
360	ISaber	0.9758600000000001	No
361	Vape Naysh	0.9758600000000001	No
362	Bradley Strong	0.97557	No
363	ben xu	0.97557	No
364	mikr	0.9754299999999999	No
365	Nias	0.9754299999999999	No
366	ReiiNakano	0.9754299999999999	No
367	AmberMcKenzie	0.9754299999999999	No
368	AndreyBozhko	0.9753740000000001	No
369	AchalAgrawal	0.97514	No
370	Manvel	0.9750859999999999	No
371	tmullayanov	0.9748600000000001	No
372	xiaohui123	0.9748600000000001	No
373	Chetan Madhok	0.9748600000000001	No
374	Ed Brown	0.97457	No
375	Naveen 2	0.9745159999999999	No
376	Matteo	0.974484	No
377	shaohao	0.9744299999999999	No
378	FlaviuToader	0.9744299999999999	No
379	DennisSchönhof	0.97414	No
380	GGXH	0.974	No
381	zheng	0.97386	No
382	hugematrix	0.9737100000000001	No
383	VikramVimal	0.97357	No
384	ChetanGupta	0.97357	No
385	Gim_7	0.9734900000000001	No
386	bencxs	0.9734299999999998	No
387	VadimSychev	0.9734299999999998	No
388	weilianghe	0.9733100000000001	No
389	Domingos Lopes	0.97314	No
390	Beginner	0.97314	No
391	Chason	0.97311	No
392	Anna Rozhkova	0.973	No
393	wangqihui	0.9728600000000001	No
394	ludovic.thea	0.9728600000000001	No
395	sins	0.9727100000000001	No
396	Marina	0.9727100000000001	No
397	gr8R	0.9725700000000002	No
398	Joshua Rose	0.97229	No
399	xiao22	0.972172	No
400	bandiangou	0.97214	No
401	Tracholar Zuo	0.97214	No
402	MinghaoWu	0.972	No
403	Jian Liu	0.972	No
404	Betty Schirrmeister	0.972	No
405	Javier Gutierrez	0.972	No
406	nickyang	0.9718600000000001	No
407	gzgzgz	0.9718600000000001	No
408	Radha	0.9718600000000001	No
409	ZaiyongZhang	0.9718600000000001	No
410	smallFish	0.9718319999999999	No
411	tetyama	0.9717100000000001	No
412	TrueNorth	0.9717100000000001	No
413	spideR_man	0.9717100000000001	No
414	Ashley Jacob Ross	0.97157	No
415	fatboy	0.97157	No
416	Devinder Saini	0.9714559999999999	No
417	GauthamKumaran	0.9714299999999999	No
418	David Dalisay	0.9714299999999999	No
419	successfan	0.9714299999999999	No
420	Willy	0.9714299999999999	No
421	Tom Dörr	0.97129	No
422	AlexanderNikolaev	0.97129	No
423	Prasad Godbole.	0.9711400000000001	No
424	Hatseflats	0.9711400000000001	No
425	TanguyBretagne	0.9711400000000001	No
426	yangkang	0.9711400000000001	No
427	Ilya Kheifets	0.9711400000000001	No
428	R&L	0.9711400000000001	No
429	Mukesh Kumar	0.9711400000000001	No
430	michaelhoffmann	0.9711400000000001	No
431	BoGao	0.9711400000000001	No
432	nateRiver	0.9711400000000001	No
433	JohnCheng	0.9708600000000001	No
434	Juggy	0.97057	No
435	Alexey Ivanov	0.97057	No
436	suosssss	0.9704299999999999	No
437	RevThat	0.9704299999999999	No
438	TrevorNell	0.9702900000000001	No
439	CelsoF.AraujoF.	0.9702900000000001	No
440	sisyphus	0.97	No
441	程小真	0.9697100000000001	No
442	JonathanLou	0.9697100000000001	No
443	Orlando	0.9697100000000001	No
444	MnsterLu	0.9696	No
445	hira	0.9694299999999999	No
446	Nick Malotin	0.9694299999999999	No
447	Lannie Miao	0.96929	No
448	fedezarf	0.96929	No
449	CT_BALY_ESSES	0.96929	No
450	weiming	0.96929	No
451	CanePunma	0.96929	No
452	arpitutsav	0.96929	No
453	sid.xiong	0.96929	No
454	Andrew + Rishav	0.96929	No
455	JohnFarrell	0.96929	No
456	pickou	0.96929	No
457	UjjwalPeshin	0.96914	No
458	BielM	0.969058	No
459	Jaldeep A	0.969	No
460	Ambresh	0.969	No
461	DoubleWomen	0.96886	No
462	ShravanKumar	0.96886	No
463	RanGodrich	0.96886	No
464	cape101	0.968742	No
465	Howard Chen	0.9687100000000002	No
466	RahulChatterjee	0.9687100000000002	No
467	Paul Lombardi	0.9687100000000002	No
468	Gabriel Ruttner	0.9687100000000002	No
469	EricChien	0.9687100000000002	No
470	rodge	0.9687100000000002	No
471	Diego Pereira	0.9686300000000001	No
472	zhenbin	0.9685699999999999	No
473	FUPM	0.9685699999999999	No
474	NoelAlexander	0.9685699999999999	No
475	Rhostam	0.9685699999999999	No
476	Krybaby_7_9	0.9685699999999999	No
477	ywllyht	0.9685699999999999	No
478	Linna&Lydia	0.9685699999999999	No
479	zl557 and bl657	0.9685699999999999	No
480	jack_Gan	0.9685699999999999	No
481	o_juli_o	0.9685699999999999	No
482	Evan Kesten	0.9685699999999999	No
483	Constantin	0.9685699999999999	No
484	Daniel Vacca	0.9685699999999999	No
485	nkocyigit	0.9685699999999999	No
486	Ambimanus	0.9685699999999999	No
487	dzkang2011	0.9685699999999999	No
488	**__	0.968454	No
489	algorithmica1	0.9684299999999999	No
490	chh931118	0.96829	No
491	Vishwadeep Gautam	0.96829	No
492	loveqingbao	0.96814	No
493	andheroe	0.96814	No
494	jfz2004	0.96814	No
495	Edans Sandes	0.96814	No
496	fishface	0.968116	No
497	Elsa	0.968	No
498	WujingYao	0.968	No
499	ChensuXie	0.968	No
500	JohnCache	0.968	No
501	1dollarpizza	0.968	No
502	Zac Kenton	0.968	No
503	ZdJiang	0.968	No
504	YatingZhan	0.968	No
505	hono63	0.968	No
506	zhangjunphy	0.968	No
507	Francesco 3	0.968	No
508	Yuna.qiu	0.968	No
509	Daoxun	0.968	No
510	chuanqi129	0.968	No
511	Legron	0.968	No
512	nullpointer	0.968	No
513	Jersyliu	0.968	No
514	Pete.Zhang	0.968	No
515	sel3aa	0.968	No
516	JessieKao	0.968	No
517	Pierre Aumjaud	0.968	No
518	MengjiaoZhu	0.968	No
519	RTrom	0.968	No
520	Isaac 2	0.9678600000000002	No
521	Erik Brorson	0.9677100000000001	No
522	JaneSom	0.9677100000000001	No
523	Madhav	0.9677100000000001	No
524	ZHOUJUNJUN	0.9677100000000001	No
525	austin sun	0.9677100000000001	No
526	Team Unicorns	0.9677100000000001	No
527	Long Yang	0.967572	No
528	DiamondToy	0.96757	No
529	Salami91280	0.96757	No
530	Srinivas Baride	0.96757	No
531	InomMirzaev	0.96757	No
532	Hackers	0.96757	No
533	ИванВадимовичМахотин	0.96757	No
534	末世大金矿	0.96757	No
535	InomMirzaev 2	0.96757	No
536	Sonali Chawla	0.96743	No
537	我曾经被山河大海跨过	0.96743	No
538	disnop	0.96729	No
539	waskita adijarto	0.9671399999999999	No
540	GauravJoshi	0.9671399999999999	No
541	JamesDiotte	0.9671399999999999	No
542	Erman Sefer	0.9671399999999999	No
543	GaurangRai	0.9671399999999999	No
544	mooncake	0.967	No
545	Vinay K	0.96686	No
546	Amirpasha	0.96686	No
547	Diego_Pablo_CT	0.96686	No
548	SergejFomin	0.9667100000000001	No
549	AbdurRahman	0.96657	No
550	Akshita	0.96657	No
551	Bas0923	0.96657	No
552	kosmonautas 2	0.9664299999999999	No
553	RikuArakawa	0.9664299999999999	No
554	cg784101125	0.9664299999999999	No
555	ilopezfr	0.9664299999999999	No
556	Tanner Dye	0.9662899999999999	No
557	Eidan Cohen	0.9662899999999999	No
558	boojinks	0.9662899999999999	No
559	SedaCavdaroglu	0.9662899999999999	No
560	RedaAffane	0.96614	No
561	Apple	0.96614	No
562	UrfTheManatee	0.96614	No
563	Foobar	0.96614	No
564	TraceTidwell	0.96614	No
565	crwang	0.96614	No
566	YabinPing	0.96614	No
567	timespace10	0.96614	No
568	douuubt	0.966	No
569	longcd	0.966	No
570	Gregory LEGOFF	0.966	No
571	LixinSu	0.966	No
572	Kent Johnson	0.96586	No
573	pakree	0.96586	No
574	RuthRowlands	0.96586	No
575	SpeedyXeon	0.96586	No
576	Lola S Gardner	0.96586	No
577	vitaminsd	0.96586	No
578	Larkin	0.9657100000000001	No
579	sirius 2	0.9657100000000001	No
580	AndreaBattistello	0.9657100000000001	No
581	ecolvin	0.9657100000000001	No
582	Webhunter	0.9657100000000001	No
583	BananuhBeatDown	0.96557	No
584	zuse	0.96557	No
585	slow	0.96557	No
586	edrush81	0.96557	No
587	fengyunflya	0.96557	No
588	Nick Styles	0.96557	No
589	wcolgan1	0.9654299999999999	No
590	Vaishnavi	0.9654299999999999	No
591	sans	0.96529	No
592	Andrey Tatarinov	0.96514	No
593	Sagar Uprety	0.96514	No
594	QINGYI	0.96514	No
595	KouHonda	0.96514	No
596	ColinLee	0.96514	No
597	Sheng Yang	0.96514	No
598	Vijin K P	0.9650839999999999	No
599	Chris+Gautam	0.9650000000000001	No
600	tom6981588	0.9650000000000001	No
601	tobe	0.9650000000000001	No
602	Ajit Barik	0.9650000000000001	No
603	BazylReinstein	0.9650000000000001	No
604	mattlewissf	0.96486	No
605	zwjreal	0.96486	No
606	Charily	0.96486	No
607	arthur lauga	0.96471	No
608	sunsy	0.96471	No
609	Alexander Zerbe	0.96471	No
610	wangdingding	0.96457	No
611	Sanoop	0.96457	No
612	Alex Lee	0.96457	No
613	Bricoleur	0.96457	No
614	Trent Cai	0.96457	No
615	longhuanglong	0.9644299999999999	No
616	Bhuvaneshwaran	0.9644299999999999	No
617	AtlasYu	0.9644299999999999	No
618	RavI Ponmalai	0.9644299999999999	No
619	DanAllen	0.9644299999999999	No
620	Jessie Li	0.9644299999999999	No
621	JessieLi	0.9644299999999999	No
622	RobinNicole	0.96429	No
623	CoMartel	0.96429	No
624	Arnab	0.96429	No
625	Magicyu	0.96429	No
626	larry1994	0.964028	No
627	shenshanmiaoke	0.964	No
628	prince谢晓峰	0.964	No
629	zyl123	0.964	No
630	PiemonSparrow	0.964	No
631	heimingx	0.964	No
632	PatrickLiu	0.964	No
633	JiaDe	0.964	No
634	Dillon	0.964	No
635	KeithSelover	0.964	No
636	dragon 2	0.964	No
637	selfmaker001	0.964	No
638	wxlmessi	0.964	No
639	Nann	0.9638599999999999	No
640	Nazly Sabbour	0.9637100000000001	No
641	Igor Prusov	0.9637100000000001	No
642	TJ Gilbrough	0.9637100000000001	No
643	PraveenKrishnan	0.9634299999999998	No
644	ZekkoX	0.9634299999999998	No
645	mathdoc19	0.9634299999999998	No
646	kama11	0.9634299999999998	No
647	LamIvan	0.9634299999999998	No
648	ross_geller	0.9634299999999998	No
649	Piotr Carlos P.	0.96329	No
650	Justin 2	0.96329	No
651	ArshjotKhehra	0.96329	No
652	Tahar	0.96314	No
653	estenhl	0.96314	No
654	VaibhavChauhan	0.96286	No
655	Never_Sepulveda	0.96286	No
656	Rohit 2	0.9627100000000001	No
657	Christopher Whidden	0.9627100000000001	No
658	Chenhui Hu	0.9625700000000001	No
659	ak2	0.96229	No
660	Bhargav	0.9622580000000001	No
661	Fdemir	0.96214	No
662	lucasn	0.962	No
663	izktmys	0.9617100000000001	No
664	Haifeng	0.96157	No
665	lvyh	0.96157	No
666	TheKannanator	0.96157	No
667	Sunny 3	0.9614299999999999	No
668	Mathan	0.9613719999999999	No
669	LeLinhNguyen	0.9611400000000001	No
670	Fans C	0.9611400000000001	No
671	NiteshVijay	0.9611400000000001	No
672	IssaTingzon	0.96086	No
673	KJ+Greg_CT	0.9604299999999999	No
674	KerD	0.9602900000000001	No
675	ogechi	0.9602900000000001	No
676	pandeyiyer	0.96014	No
677	christian_b	0.96	No
678	Yuze Huang	0.95986	No
679	Alexandr Igumnov	0.9597100000000001	No
680	Nataliya Peshekhodko	0.9597100000000001	No
681	TyasKusumaHandayani	0.95914	No
682	楠辉小仔	0.95914	No
683	zzzhu	0.95914	No
684	Jiteshshah	0.959	No
685	Himanshu Gupta	0.95891	No
686	Zhu XueLin	0.95886	No
687	Zuyue	0.95886	No
688	Noah Schwartz	0.9585699999999999	No
689	ShashwatVerma	0.95829	Yes
690	Alexandra Teste	0.95814	No
691	Nobuyuki Kawagashira	0.958	No
692	Sumit	0.9577100000000001	No
693	ShahilAhamed	0.9577100000000001	No
694	NeilDewart	0.95757	No
695	Mohana Sai	0.9567100000000001	No
696	Shubham Bhargav	0.95657	No
697	SherryLeung	0.9564299999999999	No
698	kensei	0.9562899999999999	No
699	Neelu Choudhary	0.95614	No
700	Liuzhou Zhuo	0.95586	No
701	wty0617	0.9557100000000001	No
702	zhangqiang1104	0.95557	No
703	DapengWang	0.9554299999999999	No
704	lihuir	0.95529	No
705	Илья Белкин	0.95529	No
706	YiXie	0.95529	No
707	Ellias	0.95514	No
708	Shamtactics	0.95514	No
709	utobe67	0.955112	No
710	cvliaw	0.9550000000000001	No
711	sampath	0.95471	No
712	Thatchaphon Kaeosuriya	0.95457	No
713	lbjlc	0.9544299999999999	No
714	BenKrieger	0.9544299999999999	No
715	tuckerdarby	0.95414	No
716	Youssef Erahim	0.95414	No
717	KarlSigfrid	0.954	No
718	CQUTWH	0.9538599999999999	No
719	TaiBridge	0.9534299999999998	No
720	BrydonParker	0.9534299999999998	No
721	wg1222	0.9534299999999998	No
722	georgeinparis	0.9534299999999998	No
723	Louie Tsai	0.95329	No
724	AnnaHomor	0.953	No
725	Zindabad	0.95229	No
726	Aayush	0.952	No
727	Rémi	0.952	No
728	NiranjanDeshpande	0.952	No
729	Canniclac	0.95157	No
730	Fredeivy	0.95086	No
731	naswang	0.95071	No
732	haataa	0.950514	No
733	yang 3	0.9504299999999999	No
734	BrunoDeNadaiSarnaglia	0.94986	No
735	bin liu	0.94986	No
736	ShrinivaassNakkaa	0.94957	No
737	pk2data	0.94914	No
738	xiaoran	0.949	No
739	МөнхбаатарЭнхбаатар	0.9488	No
740	Kyle Zengo	0.948	No
741	Icyblade	0.94743	No
742	Ngiong	0.94729	No
743	Ruthger Righart	0.94729	No
744	Dimitri	0.94657	No
745	Caio Oliveira	0.9462899999999999	No
746	Shahzad Tabassum	0.94586	No
747	Abhishek Sharma 2	0.94557	No
748	CyrilSebastian	0.94529	No
749	yzheng68	0.94529	No
750	AnthonyOrlando	0.94529	No
751	Manish Barnwal	0.94514	No
752	DenisUlianov	0.9450000000000001	No
753	BalakrishnaSKesavan	0.94486	No
754	AkashGupta	0.94486	No
755	SimranjeetSingh	0.94486	No
756	Petepariyakorn	0.9447099999999999	No
757	AdAu	0.9444299999999999	No
758	KevinChiao	0.94414	No
759	{BertrandRussell}	0.944086	No
760	Binil*George	0.94357	No
761	VictorMiguelChuraQuispe	0.9434299999999998	No
762	Liam-fei	0.94329	No
763	TK Tang	0.94271	No
764	jimmyjin	0.94271	No
765	DavidBaerg	0.94271	No
766	Ganesh Shankar	0.9425700000000001	No
767	SaikatDutta	0.9424299999999999	No
768	sunny shah	0.94229	No
769	hotmanwang	0.94229	No
770	hylosy	0.942	No
